Rbasin,G,Text
AGO_ANGC,150150,c_bool(False)
AGO_ANGC,150151,c_bool(False)
AGO_ANGC,150152,c_bool(False)
AGO_ANGC,150153,c_bool(False)
AGO_ANGC,150865,c_bool(False)
AGO_ANGC,150866,c_bool(False)
AGO_ANGC,150867,c_bool(False)
AGO_ANGC,150868,c_bool(False)
AGO_ANGC,150869,c_bool(False)
AGO_ANGC,150870,c_bool(False)
AGO_ANGC,150871,c_bool(False)
AGO_ANGC,150872,c_bool(False)
AGO_ANGC,150873,c_bool(False)
AGO_ANGC,151585,c_bool(False)
AGO_ANGC,151586,c_bool(False)
AGO_ANGC,151587,c_bool(False)
AGO_ANGC,151588,c_bool(False)
AGO_ANGC,151589,c_bool(False)
AGO_ANGC,151590,c_bool(False)
AGO_ANGC,151591,c_bool(False)
AGO_ANGC,151592,c_bool(False)
AGO_ANGC,151593,c_bool(False)
AGO_ANGC,152304,c_bool(False)
AGO_ANGC,152305,c_bool(False)
AGO_ANGC,152306,c_bool(False)
AGO_ANGC,152307,c_bool(False)
AGO_ANGC,152308,c_bool(False)
AGO_ANGC,152309,c_bool(False)
AGO_ANGC,152310,c_bool(False)
AGO_ANGC,152311,c_bool(False)
AGO_ANGC,152312,c_bool(False)
AGO_ANGC,153024,c_bool(False)
AGO_ANGC,153025,c_bool(False)
AGO_ANGC,153026,c_bool(False)
AGO_ANGC,153027,c_bool(False)
AGO_ANGC,153028,c_bool(False)
AGO_ANGC,153029,c_bool(False)
AGO_ANGC,153030,c_bool(False)
AGO_ANGC,153031,c_bool(False)
AGO_ANGC,153032,c_bool(False)
AGO_ANGC,153744,c_bool(False)
AGO_ANGC,153745,c_bool(False)
AGO_ANGC,153746,c_bool(False)
AGO_ANGC,153747,c_bool(False)
AGO_ANGC,153748,c_bool(False)
AGO_ANGC,153749,c_bool(False)
AGO_ANGC,153750,c_bool(False)
AGO_ANGC,153751,c_bool(False)
AGO_ANGC,154464,c_bool(False)
AGO_ANGC,154465,c_bool(False)
AGO_ANGC,154466,c_bool(False)
AGO_ANGC,154468,c_bool(False)
AGO_ANGC,154469,c_bool(False)
AGO_ANGC,154470,c_bool(False)
AGO_ASII,147273,c_bool(False)
AGO_ASII,147274,c_bool(False)
AGO_ASII,147993,c_bool(False)
AGO_ASII,147994,c_bool(False)
AGO_ASII,147997,c_bool(False)
AGO_ASII,147998,c_bool(False)
AGO_ASII,148713,c_bool(False)
AGO_ASII,148714,c_bool(False)
AGO_ASII,148716,c_bool(False)
AGO_ASII,148717,c_bool(False)
AGO_ASII,148718,c_bool(False)
AGO_ASII,148719,c_bool(False)
AGO_ASII,149433,c_bool(False)
AGO_ASII,149434,c_bool(False)
AGO_ASII,149435,c_bool(False)
AGO_ASII,149436,c_bool(False)
AGO_ASII,149437,c_bool(False)
AGO_ASII,149438,c_bool(False)
AGO_ASII,149439,c_bool(False)
AGO_ASII,150153,c_bool(False)
AGO_ASII,150154,c_bool(False)
AGO_ASII,150155,c_bool(False)
AGO_ASII,150156,c_bool(False)
AGO_ASII,150157,c_bool(False)
AGO_ASII,150158,c_bool(False)
AGO_ASII,150159,c_bool(False)
AGO_ASII,150873,c_bool(False)
AGO_ASII,150874,c_bool(False)
AGO_ASII,150875,c_bool(False)
AGO_ASII,150876,c_bool(False)
AGO_ASII,150877,c_bool(False)
AGO_ASII,150878,c_bool(False)
AGO_ASII,150879,c_bool(False)
AGO_ASII,150880,c_bool(False)
AGO_ASII,151592,c_bool(False)
AGO_ASII,151593,c_bool(False)
AGO_ASII,151594,c_bool(False)
AGO_ASII,151595,c_bool(False)
AGO_ASII,151596,c_bool(False)
AGO_ASII,151597,c_bool(False)
AGO_ASII,151598,c_bool(False)
AGO_ASII,151599,c_bool(False)
AGO_ASII,151600,c_bool(False)
AGO_ASII,152312,c_bool(False)
AGO_ASII,152313,c_bool(False)
AGO_ASII,152314,c_bool(False)
AGO_ASII,152315,c_bool(False)
AGO_ASII,152316,c_bool(False)
AGO_ASII,152317,c_bool(False)
AGO_ASII,152318,c_bool(False)
AGO_ASII,152319,c_bool(False)
AGO_ASII,152320,c_bool(False)
AGO_ASII,153031,c_bool(False)
AGO_ASII,153032,c_bool(False)
AGO_ASII,153033,c_bool(False)
AGO_ASII,153034,c_bool(False)
AGO_ASII,153035,c_bool(False)
AGO_ASII,153036,c_bool(False)
AGO_ASII,153037,c_bool(False)
AGO_ASII,153038,c_bool(False)
AGO_ASII,153039,c_bool(False)
AGO_ASII,153040,c_bool(False)
AGO_ASII,153750,c_bool(False)
AGO_ASII,153751,c_bool(False)
AGO_ASII,153752,c_bool(False)
AGO_ASII,153753,c_bool(False)
AGO_ASII,153754,c_bool(False)
AGO_ASII,153755,c_bool(False)
AGO_ASII,153756,c_bool(False)
AGO_ASII,153757,c_bool(False)
AGO_ASII,153758,c_bool(False)
AGO_ASII,153759,c_bool(False)
AGO_ASII,153760,c_bool(False)
AGO_ASII,154470,c_bool(False)
AGO_ASII,154471,c_bool(False)
AGO_ASII,154472,c_bool(False)
AGO_ASII,154473,c_bool(False)
AGO_ASII,154474,c_bool(False)
AGO_ASII,154475,c_bool(False)
AGO_ASII,154476,c_bool(False)
AGO_ASII,154477,c_bool(False)
AGO_ASII,154478,c_bool(False)
AGO_ASII,154479,c_bool(False)
AGO_ASII,154480,c_bool(False)
AGO_ASII,154481,c_bool(False)
AGO_ASII,154482,c_bool(False)
AGO_ASII,155198,c_bool(False)
AGO_ASII,155199,c_bool(False)
AGO_ASII,155200,c_bool(False)
AGO_ASII,155201,c_bool(False)
AGO_ASII,155202,c_bool(False)
AGO_ASII,155203,c_bool(False)
AGO_CONG,135746,c_bool(False)
AGO_CONG,136465,c_bool(False)
AGO_CONG,136466,c_bool(False)
AGO_CONG,136467,c_bool(False)
AGO_CONG,137185,c_bool(False)
AGO_CONG,137186,c_bool(False)
AGO_CONG,137905,c_bool(False)
AGO_CONG,137906,c_bool(False)
AGO_CONG,137907,c_bool(False)
AGO_CONG,137908,c_bool(False)
AGO_CONG,137909,c_bool(False)
AGO_CONG,137910,c_bool(False)
AGO_CONG,137911,c_bool(False)
AGO_CONG,137912,c_bool(False)
AGO_CONG,137913,c_bool(False)
AGO_CONG,137914,c_bool(False)
AGO_CONG,138625,c_bool(False)
AGO_CONG,138626,c_bool(False)
AGO_CONG,138627,c_bool(False)
AGO_CONG,138628,c_bool(False)
AGO_CONG,138629,c_bool(False)
AGO_CONG,138630,c_bool(False)
AGO_CONG,138631,c_bool(False)
AGO_CONG,138632,c_bool(False)
AGO_CONG,138633,c_bool(False)
AGO_CONG,138634,c_bool(False)
AGO_CONG,139346,c_bool(False)
AGO_CONG,139347,c_bool(False)
AGO_CONG,139348,c_bool(False)
AGO_CONG,139349,c_bool(False)
AGO_CONG,139351,c_bool(False)
AGO_CONG,139352,c_bool(False)
AGO_CONG,139353,c_bool(False)
AGO_CONG,139354,c_bool(False)
AGO_CONG,139361,c_bool(False)
AGO_CONG,139362,c_bool(False)
AGO_CONG,140066,c_bool(False)
AGO_CONG,140071,c_bool(False)
AGO_CONG,140072,c_bool(False)
AGO_CONG,140073,c_bool(False)
AGO_CONG,140074,c_bool(False)
AGO_CONG,140075,c_bool(False)
AGO_CONG,140080,c_bool(False)
AGO_CONG,140081,c_bool(False)
