basin,city,land,year,Value
PACA,USA,primn,1976,35461.279535325644
PACA,USA,primn,1977,35461.21866378996
PACA,USA,primn,1978,35461.15779120464
PACA,USA,primn,1979,35461.09691120237
PACA,USA,primn,1980,35461.03603716694
PACA,USA,primn,1981,35460.91403862994
PACA,USA,primn,1982,35460.79203996407
PACA,USA,primn,1983,35460.67004114014
PACA,USA,primn,1984,35460.54804663478
PACA,USA,primn,1985,35460.42604352707
PACA,USA,primn,1986,35460.30404721061
PACA,USA,primn,1987,35460.182047427916
PACA,USA,primn,1988,35460.06005241063
PACA,USA,primn,1989,35459.938053274345
PACA,USA,primn,1990,35459.81605471643
PACA,USA,primn,1991,35459.81465977627
PACA,USA,primn,1992,35459.813265079436
PACA,USA,primn,1993,35459.811868372475
PACA,USA,primn,1994,35459.810473675636
PACA,USA,primn,1995,35459.80907873548
PACA,USA,primn,1996,35459.80768382771
PACA,USA,primn,1997,35459.80628845428
PACA,USA,primn,1998,35459.80489174732
PACA,USA,primn,1999,35459.80349680716
PACA,USA,primn,2000,35459.80210211033
PACA,USA,primn,2001,35459.79095712972
PACA,USA,primn,2002,35459.788594683894
PACA,USA,primn,2003,35459.77850722465
PACA,USA,primn,2004,35459.77084666675
PACA,USA,primn,2005,35459.76253111045
PACA,USA,primn,2006,35459.739538080845
PACA,USA,primn,2007,35459.64974875505
PACA,USA,primn,2008,35459.579366546575
PACA,USA,primn,2009,35459.57681818788
PACA,USA,primn,2010,35459.57522679288
PACA,USA,primn,2011,35459.57083485553
PACA,USA,primn,2012,35459.41704207818
PACA,USA,primn,2013,35459.185623516016
PACA,USA,primn,2014,35458.89114765996
PACA,USA,primn,2015,35458.88695768843
PACA,USA,primn,2016,35456.06363998732
PACA,USA,primn,2017,35453.250433406836
PACA,USA,primn,2018,35450.44064244023
PACA,USA,primn,2019,35447.63239118749
PACA,USA,primn,2020,35444.825131395766
PACA,USA,secdf,1961,5635.917395927008
PACA,USA,secdf,1962,5680.795232641469
PACA,USA,secdf,1963,5726.143746533004
PACA,USA,secdf,1964,5770.831187809481
PACA,USA,secdf,1965,5818.405597344035
PACA,USA,secdf,1966,5867.174497843515
PACA,USA,secdf,1967,5917.213298274138
PACA,USA,secdf,1968,5966.404845805518
PACA,USA,secdf,1969,6017.805699543616
PACA,USA,secdf,1970,6069.4300181637855
PACA,USA,secdf,1971,6120.377222628078
PACA,USA,secdf,1972,6173.197268619611
PACA,USA,secdf,1973,6225.665727660331
PACA,USA,secdf,1974,6278.684817536389
PACA,USA,secdf,1975,6331.897693200647
PACA,USA,secdf,1976,6379.562875424917
PACA,USA,secdf,1977,6431.5372742253085
PACA,USA,secdf,1978,6484.702779240281
PACA,USA,secdf,1979,6543.7582444488735
PACA,USA,secdf,1980,6605.269384919407
PACA,USA,secdf,1981,6664.111991809719
PACA,USA,secdf,1982,6728.611646802374
PACA,USA,secdf,1983,6790.531585600913
PACA,USA,secdf,1984,6856.253832883931
PACA,USA,secdf,1985,6925.8208688069335
PACA,USA,secdf,1986,6993.364794573747
PACA,USA,secdf,1987,7065.979039350993
PACA,USA,secdf,1988,7137.892376542474
PACA,USA,secdf,1989,7209.1040154519305
PACA,USA,secdf,1990,7280.214538036265
PACA,USA,secdf,1991,7360.373471439532
PACA,USA,secdf,1992,7438.565248956739
PACA,USA,secdf,1993,7514.286819587687
PACA,USA,secdf,1994,7588.282403192565
PACA,USA,secdf,1995,7661.715452385603
PACA,USA,secdf,1996,7733.833466433879
PACA,USA,secdf,1997,7803.975100383963
PACA,USA,secdf,1998,7873.305214707143
PACA,USA,secdf,1999,7942.348623115837
PACA,USA,secdf,2000,8010.32868047273
PACA,USA,secdf,2001,8069.370141633885
PACA,USA,secdf,2002,8127.638404688415
PACA,USA,secdf,2003,8182.658341895514
PACA,USA,secdf,2004,8240.356219331754
PACA,USA,secdf,2005,8294.87376726726
PACA,USA,secdf,2006,8352.82167549213
PACA,USA,secdf,2007,8403.676718237512
PACA,USA,secdf,2008,8449.033945001476
PACA,USA,secdf,2009,8489.469488414654
PACA,USA,secdf,2010,8532.687215243066
PACA,USA,secdf,2011,8570.228722233045
PACA,USA,secdf,2012,8603.947142942905
PACA,USA,secdf,2013,8650.464632966601
PACA,USA,secdf,2014,8680.969289618815
PACA,USA,secdf,2015,8723.167076720496
PACA,USA,secdf,2016,8761.948646951209
PACA,USA,secdf,2017,8814.432113967556
PACA,USA,secdf,2018,8866.287057559675
PACA,USA,secdf,2019,8917.508911511353
PACA,USA,secdf,2020,8968.173026992301
PACA,USA,secdn,1961,1.239509481077506
PACA,USA,secdn,1962,1.3000148369740292
PACA,USA,secdn,1963,1.3605187939599328
PACA,USA,secdn,1964,1.421023370337551
PACA,USA,secdn,1965,1.48152771361415
PACA,USA,secdn,1966,1.5420321532001542
PACA,USA,secdn,1967,1.6025362948696524
PACA,USA,secdn,1968,1.663040709860366
PACA,USA,secdn,1969,1.7235452005503518
PACA,USA,secdn,1970,1.784048145695984
PACA,USA,secdn,1971,1.8188352958431402
PACA,USA,secdn,1972,1.8536221188902207
PACA,USA,secdn,1973,1.8884100948886797
PACA,USA,secdn,1974,1.923200001132102
PACA,USA,secdn,1975,1.9579869388278592
PACA,USA,secdn,1976,1.9927749278572648
PACA,USA,secdn,1977,2.027563658083925
PACA,USA,secdn,1978,2.0623530450314806
PACA,USA,secdn,1979,2.097142163203685
PACA,USA,secdn,1980,2.1319330593410863
PACA,USA,secdn,1981,2.1655314256000637
PACA,USA,secdn,1982,2.1991253692183337
PACA,USA,secdn,1983,2.2327217107824944
PACA,USA,secdn,1984,2.2663163396543946
PACA,USA,secdn,1985,2.2999111741796816
PACA,USA,secdn,1986,2.333508319225628
PACA,USA,secdn,1987,2.3671042839612206
PACA,USA,secdn,1988,2.4006994420716135
PACA,USA,secdn,1989,2.4342953460541743
PACA,USA,secdn,1990,2.467889885959774
PACA,USA,secdn,1991,2.6699453646490925
PACA,USA,secdn,1992,2.872000709377581
PACA,USA,secdn,1993,3.0740551299781353
PACA,USA,secdn,1994,3.2761084323270047
PACA,USA,secdn,1995,3.478165486555851
PACA,USA,secdn,1996,3.6802200731234245
PACA,USA,secdn,1997,3.8822752425872373
PACA,USA,secdn,1998,4.084330399972809
PACA,USA,secdn,1999,4.286384962588559
PACA,USA,secdn,2000,4.488440093203267
PACA,USA,secdn,2001,4.499599806726341
PACA,USA,secdn,2002,4.609886731896661
PACA,USA,secdn,2003,4.637617205512884
PACA,USA,secdn,2004,4.807040779648424
PACA,USA,secdn,2005,4.859728262704353
PACA,USA,secdn,2006,5.0083825088049885
PACA,USA,secdn,2007,4.990654922195026
PACA,USA,secdn,2008,4.976963695004857
PACA,USA,secdn,2009,5.020472771843952
PACA,USA,secdn,2010,5.336131559493554
PACA,USA,secdn,2011,5.38969875597471
PACA,USA,secdn,2012,5.36303729951201
PACA,USA,secdn,2013,5.5196824543973655
PACA,USA,secdn,2014,5.437631088566917
PACA,USA,secdn,2015,5.58487186448467
PACA,USA,secdn,2016,5.619569722594394
PACA,USA,secdn,2017,5.655760059363479
PACA,USA,secdn,2018,5.692145680365751
PACA,USA,secdn,2019,5.728678495176355
PACA,USA,secdn,2020,5.765339470089872
PACA,USA,pastr,1961,162.31278862263815
PACA,USA,pastr,1962,161.18213981184994
PACA,USA,pastr,1963,160.05149250791303
PACA,USA,pastr,1964,158.92083908222133
PACA,USA,pastr,1965,157.79019719706952
PACA,USA,pastr,1966,156.65953366656274
PACA,USA,pastr,1967,155.52888715985785
PACA,USA,pastr,1968,154.3982370653804
PACA,USA,pastr,1969,153.26759162667045
PACA,USA,pastr,1970,152.13694223821068
PACA,USA,pastr,1971,152.09652260094273
PACA,USA,pastr,1972,152.05611246051618
PACA,USA,pastr,1973,152.01569452656696
PACA,USA,pastr,1974,151.97528875854712
PACA,USA,pastr,1975,151.93487263029505
PACA,USA,pastr,1976,151.8944585503471
PACA,USA,pastr,1977,151.85404882802607
PACA,USA,pastr,1978,151.81363289271343
PACA,USA,pastr,1979,151.7732187292101
PACA,USA,pastr,1980,151.73281152262683
PACA,USA,pastr,1981,151.92745344257938
PACA,USA,pastr,1982,152.12209906731414
PACA,USA,pastr,1983,152.3167452449357
PACA,USA,pastr,1984,152.51138916061993
PACA,USA,pastr,1985,152.70603564656565
PACA,USA,pastr,1986,152.90067959991302
PACA,USA,pastr,1987,153.0953292338683
PACA,USA,pastr,1988,153.28997449867478
PACA,USA,pastr,1989,153.48461919526977
PACA,USA,pastr,1990,153.67926543063135
PACA,USA,pastr,1991,153.10736748712822
PACA,USA,pastr,1992,152.5354691888361
PACA,USA,pastr,1993,151.96357154900255
PACA,USA,pastr,1994,151.39167398180734
PACA,USA,pastr,1995,150.81977471887154
PACA,USA,pastr,1996,150.2478776872686
PACA,USA,pastr,1997,149.67597816134565
PACA,USA,pastr,1998,149.10408187697607
PACA,USA,pastr,1999,148.53218474539125
PACA,USA,pastr,2000,147.96028613999493
PACA,USA,pastr,2001,148.27306110821937
PACA,USA,pastr,2002,148.506900724615
PACA,USA,pastr,2003,149.87472666681356
PACA,USA,pastr,2004,151.23921697762322
PACA,USA,pastr,2005,152.60642820601666
PACA,USA,pastr,2006,153.97171333767093
PACA,USA,pastr,2007,155.34365362143052
PACA,USA,pastr,2008,155.66469772756636
PACA,USA,pastr,2009,156.0046205250879
PACA,USA,pastr,2010,156.19292732171658
PACA,USA,pastr,2011,156.03665223592265
PACA,USA,pastr,2012,156.4098451909854
PACA,USA,pastr,2013,157.52909934551744
PACA,USA,pastr,2014,157.9542725549474
PACA,USA,pastr,2015,158.68588972929595
PACA,USA,pastr,2016,156.06554005748995
PACA,USA,pastr,2017,153.4451556025571
PACA,USA,pastr,2018,150.8247660224363
PACA,USA,pastr,2019,148.2043801482392
PACA,USA,pastr,2020,145.583993780423
PACA,USA,range,1961,61.54990047659595
PACA,USA,range,1962,60.95096537704838
PACA,USA,range,1963,60.35203349034337
PACA,USA,range,1964,59.75308377734619
PACA,USA,range,1965,59.154154120556235
PACA,USA,range,1966,58.55520779815051
PACA,USA,range,1967,57.95626459094534
PACA,USA,range,1968,57.357332711742934
PACA,USA,range,1969,56.758379280320966
PACA,USA,range,1970,56.159439711741825
PACA,USA,range,1971,55.79480023433848
PACA,USA,range,1972,55.430163058883224
PACA,USA,range,1973,55.06551455584612
PACA,USA,range,1974,54.70088527729591
PACA,USA,range,1975,54.33623828600084
PACA,USA,range,1976,53.971604550289996
PACA,USA,range,1977,53.60696227285333
PACA,USA,range,1978,53.24232282839839
PACA,USA,range,1979,52.87767856199075
PACA,USA,range,1980,52.513036098843784
PACA,USA,range,1981,52.444978562955214
PACA,USA,range,1982,52.376922374913285
PACA,USA,range,1983,52.30886235290518
PACA,USA,range,1984,52.24079977660557
PACA,USA,range,1985,52.17273958574657
PACA,USA,range,1986,52.10468492693222
PACA,USA,range,1987,52.03662240943779
PACA,USA,range,1988,51.968565684108725
PACA,USA,range,1989,51.90050422680048
PACA,USA,range,1990,51.83244422857531
PACA,USA,range,1991,51.31708662685453
PACA,USA,range,1992,50.80172918988353
PACA,USA,range,1993,50.28637133767514
PACA,USA,range,1994,49.77101400549229
PACA,USA,range,1995,49.255655991246556
PACA,USA,range,1996,48.7402984720424
PACA,USA,range,1997,48.2249406107114
PACA,USA,range,1998,47.70958229641725
PACA,USA,range,1999,47.19422402659232
PACA,USA,range,2000,46.6788657610359
PACA,USA,range,2001,46.76125419525145
PACA,USA,range,2002,46.92585683977434
PACA,USA,range,2003,47.335987020605124
PACA,USA,range,2004,47.74469182943365
PACA,USA,range,2005,48.15430702090486
PACA,USA,range,2006,48.56287736093973
PACA,USA,range,2007,48.95338854634524
PACA,USA,range,2008,49.02557427545095
PACA,USA,range,2009,49.05628014472485
PACA,USA,range,2010,49.08816449301726
PACA,USA,range,2011,49.77766433558721
PACA,USA,range,2012,49.87912648557653
PACA,USA,range,2013,49.130180335645115
PACA,USA,range,2014,49.12215366264575
PACA,USA,range,2015,48.810434876372625
PACA,USA,range,2016,47.631798867993226
PACA,USA,range,2017,46.665071823393205
PACA,USA,range,2018,45.727577472024215
PACA,USA,range,2019,44.77969774901658
PACA,USA,range,2020,43.778182578455656
PACA,USA,urban,1961,58.2549564021643
PACA,USA,urban,1962,59.88374057421231
PACA,USA,urban,1963,61.512524855373286
PACA,USA,urban,1964,63.141309890396926
PACA,USA,urban,1965,64.77009300411927
PACA,USA,urban,1966,66.39887820683992
PACA,USA,urban,1967,68.02766234577702
PACA,USA,urban,1968,69.65644645972661
PACA,USA,urban,1969,71.28522946124087
PACA,USA,urban,1970,72.91401587368567
PACA,USA,urban,1971,74.6925244658461
PACA,USA,urban,1972,76.47103338633977
PACA,USA,urban,1973,78.24954184227667
PACA,USA,urban,1974,80.02805168186123
PACA,USA,urban,1975,81.80656090547912
PACA,USA,urban,1976,83.58506992589443
PACA,USA,urban,1977,85.36357963844716
PACA,USA,urban,1978,87.14208803816236
PACA,USA,urban,1979,88.9205971937676
PACA,USA,urban,1980,90.69910566690946
PACA,USA,urban,1981,93.19392889435258
PACA,USA,urban,1982,95.68875010395631
PACA,USA,urban,1983,98.18357310632621
PACA,USA,urban,1984,100.67839324826122
PACA,USA,urban,1985,103.17321634402758
PACA,USA,urban,1986,105.6680393810614
PACA,USA,urban,1987,108.1628611563984
PACA,USA,urban,1988,110.6576810764687
PACA,USA,urban,1989,113.15250550334608
PACA,USA,urban,1990,115.6473274899392
PACA,USA,urban,1991,118.91614345227954
PACA,USA,urban,1992,122.18495854452786
PACA,USA,urban,1993,125.45377322368067
PACA,USA,urban,1994,128.72259033018526
PACA,USA,urban,1995,131.99140456903154
PACA,USA,urban,1996,135.2602212616821
PACA,USA,urban,1997,138.5290354945824
PACA,USA,urban,1998,141.79785116570397
PACA,USA,urban,1999,145.06666739714024
PACA,USA,urban,2000,148.3354811304605
PACA,USA,urban,2001,150.58655029337842
PACA,USA,urban,2002,152.89021843542764
PACA,USA,urban,2003,155.31677601558462
PACA,USA,urban,2004,157.70152015040964
PACA,USA,urban,2005,159.9845664048099
PACA,USA,urban,2006,162.11895520035822
PACA,USA,urban,2007,164.48870776041798
PACA,USA,urban,2008,166.87976768614163
PACA,USA,urban,2009,169.2649919083408
PACA,USA,urban,2010,171.58097238526233
PACA,USA,urban,2011,174.07040270819164
PACA,USA,urban,2012,176.73800122914176
PACA,USA,urban,2013,178.11458898742853
PACA,USA,urban,2014,180.44524037088726
PACA,USA,urban,2015,182.72713909720508
PACA,USA,urban,2016,186.3515524709393
PACA,USA,urban,2017,189.9759118459221
PACA,USA,urban,2018,193.60021891049274
PACA,USA,urban,2019,197.2244727387406
PACA,USA,urban,2020,200.8486781541871
PACA,USA,c3ann,1961,279.7510658729381
PACA,USA,c3ann,1962,279.2710404634217
PACA,USA,c3ann,1963,278.791025597414
PACA,USA,c3ann,1964,278.3110117173004
PACA,USA,c3ann,1965,277.8309857505417
PACA,USA,c3ann,1966,277.35097332977165
PACA,USA,c3ann,1967,276.8709575581822
PACA,USA,c3ann,1968,276.39093449794774
PACA,USA,c3ann,1969,275.910920134137
PACA,USA,c3ann,1970,275.43090068797994
PACA,USA,c3ann,1971,275.22626574779196
PACA,USA,c3ann,1972,275.0216104716439
PACA,USA,c3ann,1973,274.81696556573195
PACA,USA,c3ann,1974,274.6123186468386
PACA,USA,c3ann,1975,274.4076661225855
PACA,USA,c3ann,1976,274.20301983856183
PACA,USA,c3ann,1977,273.99837885721456
PACA,USA,c3ann,1978,273.7937267482631
PACA,USA,c3ann,1979,273.58908078250965
PACA,USA,c3ann,1980,273.3844344960469
PACA,USA,c3ann,1981,272.68219924619353
PACA,USA,c3ann,1982,271.97998768788773
PACA,USA,c3ann,1983,271.27778199787474
PACA,USA,c3ann,1984,270.57556576921877
PACA,USA,c3ann,1985,269.87334663169145
PACA,USA,c3ann,1986,269.17112212858115
PACA,USA,c3ann,1987,268.46889987641384
PACA,USA,c3ann,1988,267.7666944640736
PACA,USA,c3ann,1989,267.06448740253944
PACA,USA,c3ann,1990,266.36227995618844
PACA,USA,c3ann,1991,259.8282148380184
PACA,USA,c3ann,1992,253.29415728491418
PACA,USA,c3ann,1993,246.7600927910084
PACA,USA,c3ann,1994,240.22603562192734
PACA,USA,c3ann,1995,233.6919760454727
PACA,USA,c3ann,1996,227.15791375149712
PACA,USA,c3ann,1997,220.62385399619592
PACA,USA,c3ann,1998,214.08979335892906
PACA,USA,c3ann,1999,207.55572989378265
PACA,USA,c3ann,2000,201.02167226276774
PACA,USA,c3ann,2001,200.11422115331783
PACA,USA,c3ann,2002,196.55571754416357
PACA,USA,c3ann,2003,194.15565946337256
PACA,USA,c3ann,2004,188.23953537156018
PACA,USA,c3ann,2005,185.20963962559074
PACA,USA,c3ann,2006,179.0799447791955
PACA,USA,c3ann,2007,179.73837287962962
PACA,USA,c3ann,2008,180.86874689539394
PACA,USA,c3ann,2009,178.980511395384
PACA,USA,c3ann,2010,170.6241175688437
PACA,USA,c3ann,2011,168.4731048227775
PACA,USA,c3ann,2012,171.91026906326567
PACA,USA,c3ann,2013,163.4930542400989
PACA,USA,c3ann,2014,169.12126342004532
PACA,USA,c3ann,2015,162.28612022242174
PACA,USA,c3ann,2016,168.61947681445304
PACA,USA,c3ann,2017,174.95181119773346
PACA,USA,c3ann,2018,181.28392055418823
PACA,USA,c3ann,2019,187.61588420809775
PACA,USA,c3ann,2020,193.9477282078221
PACA,USA,c3per,1961,3.0436592921614314
PACA,USA,c3per,1962,2.9968523664031648
PACA,USA,c3per,1963,2.950048978749395
PACA,USA,c3per,1964,2.9032433531078725
PACA,USA,c3per,1965,2.85643536627178
PACA,USA,c3per,1966,2.8096302914781335
PACA,USA,c3per,1967,2.762824867616547
PACA,USA,c3per,1968,2.716020232940491
PACA,USA,c3per,1969,2.6692152771387345
PACA,USA,c3per,1970,2.622409892767776
PACA,USA,c3per,1971,2.8335384102509074
PACA,USA,c3per,1972,3.044660343807417
PACA,USA,c3per,1973,3.2557850309654994
PACA,USA,c3per,1974,3.4669101742965163
PACA,USA,c3per,1975,3.6780337525684623
PACA,USA,c3per,1976,3.889159606047258
PACA,USA,c3per,1977,4.1002875705434185
PACA,USA,c3per,1978,4.311406454926341
PACA,USA,c3per,1979,4.522533175169369
PACA,USA,c3per,1980,4.733657167698146
PACA,USA,c3per,1981,5.190094141199504
PACA,USA,c3per,1982,5.646540232608749
PACA,USA,c3per,1983,6.102990313265598
PACA,USA,c3per,1984,6.559432171337756
PACA,USA,c3per,1985,7.015881364118551
PACA,USA,c3per,1986,7.47232452224754
PACA,USA,c3per,1987,7.9287695390584805
PACA,USA,c3per,1988,8.385215895697128
PACA,USA,c3per,1989,8.841665185394394
PACA,USA,c3per,1990,9.298114717485712
PACA,USA,c3per,1991,9.255135955729022
PACA,USA,c3per,1992,9.212156750404583
PACA,USA,c3per,1993,9.169177787279263
PACA,USA,c3per,1994,9.12619909000708
PACA,USA,c3per,1995,9.083219520077915
PACA,USA,c3per,1996,9.04024043673794
PACA,USA,c3per,1997,8.997261363218046
PACA,USA,c3per,1998,8.95428224724965
PACA,USA,c3per,1999,8.911303101928263
PACA,USA,c3per,2000,8.868324110663721
PACA,USA,c3per,2001,8.868781486229688
PACA,USA,c3per,2002,8.748708142548269
PACA,USA,c3per,2003,8.680772353058316
PACA,USA,c3per,2004,8.451990940077737
PACA,USA,c3per,2005,8.354226624138445
PACA,USA,c3per,2006,8.114064604869267
PACA,USA,c3per,2007,8.184305835667613
PACA,USA,c3per,2008,8.276508646811248
PACA,USA,c3per,2009,8.229895627412716
PACA,USA,c3per,2010,7.884109823096203
PACA,USA,c3per,2011,7.784717058088496
PACA,USA,c3per,2012,7.943536296563254
PACA,USA,c3per,2013,7.5546003200128835
PACA,USA,c3per,2014,7.814665793191052
PACA,USA,c3per,2015,7.498830664046993
PACA,USA,c3per,2016,10.64844299864106
PACA,USA,c3per,2017,13.797498129537132
PACA,USA,c3per,2018,16.946428836469128
PACA,USA,c3per,2019,20.09527630300611
PACA,USA,c3per,2020,23.244055790571668
PACA,USA,c4ann,1961,48.25845489799899
PACA,USA,c4ann,1962,48.1761533610595
PACA,USA,c4ann,1963,48.09385415259694
PACA,USA,c4ann,1964,48.01155488160589
PACA,USA,c4ann,1965,47.92925344624684
PACA,USA,c4ann,1966,47.84695361514899
PACA,USA,c4ann,1967,47.764654051672565
PACA,USA,c4ann,1968,47.682353884831585
PACA,USA,c4ann,1969,47.60005354930938
PACA,USA,c4ann,1970,47.51775370447029
PACA,USA,c4ann,1971,47.569966811391765
PACA,USA,c4ann,1972,47.62217413778434
PACA,USA,c4ann,1973,47.67438512433491
PACA,USA,c4ann,1974,47.7265946900714
PACA,USA,c4ann,1975,47.77880403604106
PACA,USA,c4ann,1976,47.83101361208753
PACA,USA,c4ann,1977,47.883225984425884
PACA,USA,c4ann,1978,47.93543341222286
PACA,USA,c4ann,1979,47.987644362882044
PACA,USA,c4ann,1980,48.039853466022514
PACA,USA,c4ann,1981,48.08749972096477
PACA,USA,c4ann,1982,48.13515329954972
PACA,USA,c4ann,1983,48.182808941833045
PACA,USA,c4ann,1984,48.23045946590101
PACA,USA,c4ann,1985,48.27811191538797
PACA,USA,c4ann,1986,48.32576281116406
PACA,USA,c4ann,1987,48.373416240611405
PACA,USA,c4ann,1988,48.42106889772175
PACA,USA,c4ann,1989,48.46872357906951
PACA,USA,c4ann,1990,48.51638163343413
PACA,USA,c4ann,1991,47.4055185004027
PACA,USA,c4ann,1992,46.294656103566
PACA,USA,c4ann,1993,45.18379396683567
PACA,USA,c4ann,1994,44.07293395845993
PACA,USA,c4ann,1995,42.96207135838474
PACA,USA,c4ann,1996,41.85120942658505
PACA,USA,c4ann,1997,40.74034795681487
PACA,USA,c4ann,1998,39.62948631054111
PACA,USA,c4ann,1999,38.51862371388242
PACA,USA,c4ann,2000,37.40776306006234
PACA,USA,c4ann,2001,37.26553036881178
PACA,USA,c4ann,2002,36.63166358136975
PACA,USA,c4ann,2003,36.212033149237186
PACA,USA,c4ann,2004,35.137542940867704
PACA,USA,c4ann,2005,34.598210285994504
PACA,USA,c4ann,2006,33.479568114833896
PACA,USA,c4ann,2007,33.627124949332384
PACA,USA,c4ann,2008,33.86374330215287
PACA,USA,c4ann,2009,33.535919301977046
PACA,USA,c4ann,2010,31.994825800962637
PACA,USA,c4ann,2011,31.59147985345975
PACA,USA,c4ann,2012,32.236062740123195
PACA,USA,c4ann,2013,30.65768994647292
PACA,USA,c4ann,2014,31.713009779362608
PACA,USA,c4ann,2015,30.431385739015376
PACA,USA,c4ann,2016,32.497056864022184
PACA,USA,c4ann,2017,34.562294895056695
PACA,USA,c4ann,2018,36.62737579285394
PACA,USA,c4ann,2019,38.6923259922668
PACA,USA,c4ann,2020,40.75715518927243
PACA,USA,c4per,1961,0.5095895980876703
PACA,USA,c4per,1962,0.4995537867992469
PACA,USA,c4per,1963,0.4895187242082962
PACA,USA,c4per,1964,0.4794831793158978
PACA,USA,c4per,1965,0.46944713805500726
PACA,USA,c4per,1966,0.4594117109343836
PACA,USA,c4per,1967,0.44937621124851485
PACA,USA,c4per,1968,0.4393408902625457
PACA,USA,c4per,1969,0.4293054930573266
PACA,USA,c4per,1970,0.4192700062450898
PACA,USA,c4per,1971,0.46466444428959697
PACA,USA,c4per,1972,0.5100574662557371
PACA,USA,c4per,1973,0.5554510848611235
PACA,USA,c4per,1974,0.6008448068384915
PACA,USA,c4per,1975,0.6462381771610323
PACA,USA,c4per,1976,0.6916320531560818
PACA,USA,c4per,1977,0.7370263633823215
PACA,USA,c4per,1978,0.7824187334982626
PACA,USA,c4per,1979,0.8278127999062173
PACA,USA,c4per,1980,0.8732062655961645
PACA,USA,c4per,1981,0.9717621327979286
PACA,USA,c4per,1982,1.0703199386568323
PACA,USA,c4per,1983,1.1688786070652804
PACA,USA,c4per,1984,1.267435519377376
PACA,USA,c4per,1985,1.3659940119945713
PACA,USA,c4per,1986,1.4645511984754775
PACA,USA,c4per,1987,1.56310877602977
PACA,USA,c4per,1988,1.6616666430466949
PACA,USA,c4per,1989,1.7602251633866721
PACA,USA,c4per,1990,1.8587836995560665
PACA,USA,c4per,1991,1.8529053618424958
PACA,USA,c4per,1992,1.8470269427071178
PACA,USA,c4per,1993,1.8411485389996902
PACA,USA,c4per,1994,1.835270214164351
PACA,USA,c4per,1995,1.829391703364968
PACA,USA,c4per,1996,1.8235132825535552
PACA,USA,c4per,1997,1.8176348838631597
PACA,USA,c4per,1998,1.8117564578877865
PACA,USA,c4per,1999,1.8058780320866243
PACA,USA,c4per,2000,1.7999996236350335
PACA,USA,c4per,2001,1.800421250940446
PACA,USA,c4per,2002,1.7763255728171206
PACA,USA,c4per,2003,1.7628347688586268
PACA,USA,c4per,2004,1.7166316241184116
PACA,USA,c4per,2005,1.697075221875321
PACA,USA,c4per,2006,1.6485619732903423
PACA,USA,c4per,2007,1.6631696829740328
PACA,USA,c4per,2008,1.6822408439901015
PACA,USA,c4per,2009,1.673083414442928
PACA,USA,c4per,2010,1.6030935357672131
PACA,USA,c4per,2011,1.5828837767853015
PACA,USA,c4per,2012,1.6151768716329555
PACA,USA,c4per,2013,1.5360936861593022
PACA,USA,c4per,2014,1.5889732976346456
PACA,USA,c4per,2015,1.5247539402708576
PACA,USA,c4per,2016,2.200769804871199
PACA,USA,c4per,2017,2.876666135224947
PACA,USA,c4per,2018,3.5525358291660525
PACA,USA,c4per,2019,4.228387662983669
PACA,USA,c4per,2020,4.9042249433046035
PACA,USA,c3nfx,1961,27.442455003092295
PACA,USA,c3nfx,1962,27.389821749635427
PACA,USA,c3nfx,1963,27.337189699774342
PACA,USA,c3nfx,1964,27.284556720489725
PACA,USA,c3nfx,1965,27.23192345694713
PACA,USA,c3nfx,1966,27.179291336414906
PACA,USA,c3nfx,1967,27.126659060354882
PACA,USA,c3nfx,1968,27.07402599369083
PACA,USA,c3nfx,1969,27.021393411398833
PACA,USA,c3nfx,1970,26.968760851580914
PACA,USA,c3nfx,1971,26.978696842291253
PACA,USA,c3nfx,1972,26.98862970949122
PACA,USA,c3nfx,1973,26.99856369700632
PACA,USA,c3nfx,1974,27.008497949217308
PACA,USA,c3nfx,1975,27.018431147748657
PACA,USA,c3nfx,1976,27.028364842057137
PACA,USA,c3nfx,1977,27.038301151598603
PACA,USA,c3nfx,1978,27.048233392223267
PACA,USA,c3nfx,1979,27.058167516369195
PACA,USA,c3nfx,1980,27.068102021450454
PACA,USA,c3nfx,1981,27.06521632547185
PACA,USA,c3nfx,1982,27.062335986487692
PACA,USA,c3nfx,1983,27.059456076815348
PACA,USA,c3nfx,1984,27.056572564052487
PACA,USA,c3nfx,1985,27.0536904868185
PACA,USA,c3nfx,1986,27.050808112469248
PACA,USA,c3nfx,1987,27.047925919141345
PACA,USA,c3nfx,1988,27.045046174660335
PACA,USA,c3nfx,1989,27.042164981378846
PACA,USA,c3nfx,1990,27.03928523875721
PACA,USA,c3nfx,1991,26.40467207738363
PACA,USA,c3nfx,1992,25.7700592563795
PACA,USA,c3nfx,1993,25.135447225810257
PACA,USA,c3nfx,1994,24.50083504992424
PACA,USA,c3nfx,1995,23.8662225631748
PACA,USA,c3nfx,1996,23.231610220027985
PACA,USA,c3nfx,1997,22.596998273683138
PACA,USA,c3nfx,1998,21.96238534430866
PACA,USA,c3nfx,1999,21.327772807011534
PACA,USA,c3nfx,2000,20.69316150429408
PACA,USA,c3nfx,2001,20.60267480873166
PACA,USA,c3nfx,2002,20.239907375781534
PACA,USA,c3nfx,2003,19.995893921705125
PACA,USA,c3nfx,2004,19.3900601090457
PACA,USA,c3nfx,2005,19.080379744237117
PACA,USA,c3nfx,2006,18.451425565677432
PACA,USA,c3nfx,2007,18.521103301263217
