basin,city,land,year,Value
GMAN,USA,total,1961,110096.54529914152
GMAN,USA,total,1962,110096.54529914152
GMAN,USA,total,1963,110096.54529914152
GMAN,USA,total,1964,110096.54529914152
GMAN,USA,total,1965,110096.54529914152
GMAN,USA,total,1966,110096.54529914152
GMAN,USA,total,1967,110096.54529914152
GMAN,USA,total,1968,110096.54529914152
GMAN,USA,total,1969,110096.54529914152
GMAN,USA,total,1970,110096.54529914152
GMAN,USA,total,1971,110096.54529914152
GMAN,USA,total,1972,110096.54529914152
GMAN,USA,total,1973,110096.54529914152
GMAN,USA,total,1974,110096.54529914152
GMAN,USA,total,1975,110096.54529914152
GMAN,USA,total,1976,110096.54529914152
GMAN,USA,total,1977,110096.54529914152
GMAN,USA,total,1978,110096.54529914152
GMAN,USA,total,1979,110096.54529914152
GMAN,USA,total,1980,110096.54529914152
GMAN,USA,total,1981,110096.54529914152
GMAN,USA,total,1982,110096.54529914152
GMAN,USA,total,1983,110096.54529914152
GMAN,USA,total,1984,110096.54529914152
GMAN,USA,total,1985,110096.54529914152
GMAN,USA,total,1986,110096.54529914152
GMAN,USA,total,1987,110096.54529914152
GMAN,USA,total,1988,110096.54529914152
GMAN,USA,total,1989,110096.54529914152
GMAN,USA,total,1990,110096.54529914152
GMAN,USA,total,1991,110096.54529914152
GMAN,USA,total,1992,110096.54529914152
GMAN,USA,total,1993,110096.54529914152
GMAN,USA,total,1994,110096.54529914152
GMAN,USA,total,1995,110096.54529914152
GMAN,USA,total,1996,110096.54529914152
GMAN,USA,total,1997,110096.54529914152
GMAN,USA,total,1998,110096.54529914152
GMAN,USA,total,1999,110096.54529914152
GMAN,USA,total,2000,110096.54529914152
GMAN,USA,total,2001,110096.54529914152
GMAN,USA,total,2002,110096.54529914152
GMAN,USA,total,2003,110096.54529914152
GMAN,USA,total,2004,110096.54529914152
GMAN,USA,total,2005,110096.54529914152
GMAN,USA,total,2006,110096.54529914152
GMAN,USA,total,2007,110096.54529914152
GMAN,USA,total,2008,110096.54529914152
GMAN,USA,total,2009,110096.54529914152
GMAN,USA,total,2010,110096.54529914152
GMAN,USA,total,2011,110096.54529914152
GMAN,USA,total,2012,110096.54529914152
GMAN,USA,total,2013,110096.54529914152
GMAN,USA,total,2014,110096.54529914152
GMAN,USA,total,2015,110096.54529914152
GMAN,USA,total,2016,110096.54529914152
GMAN,USA,total,2017,110096.54529914152
GMAN,USA,total,2018,110096.54529914152
GMAN,USA,total,2019,110096.54529914152
GMAN,USA,total,2020,110096.54529914152
GMAN,USA,total,2021,110096.54529914152
GMAN,USA,total,2022,110096.54529914152
GMAN,USA,total,2023,110096.54529914152
GMAN,USA,total,2024,110096.54529914152
GMAN,USA,total,2025,110096.54529914152
GMAN,USA,total,2026,110096.54529914152
GMAN,USA,total,2027,110096.54529914152
GMAN,USA,total,2028,110096.54529914152
GMAN,USA,total,2029,110096.54529914152
GMAN,USA,total,2030,110096.54529914152
GMAN,USA,total,2031,110096.54529914152
GMAN,USA,total,2032,110096.54529914152
GMAN,USA,total,2033,110096.54529914152
GMAN,USA,total,2034,110096.54529914152
GMAN,USA,total,2035,110096.54529914152
GMAN,USA,total,2036,110096.54529914152
GMAN,USA,total,2037,110096.54529914152
GMAN,USA,total,2038,110096.54529914152
GMAN,USA,total,2039,110096.54529914152
GMAN,USA,total,2040,110096.54529914152
GMAN,USA,total,2041,110096.54529914152
GMAN,USA,total,2042,110096.54529914152
GMAN,USA,total,2043,110096.54529914152
GMAN,USA,total,2044,110096.54529914152
GMAN,USA,total,2045,110096.54529914152
GMAN,USA,total,2046,110096.54529914152
GMAN,USA,total,2047,110096.54529914152
GMAN,USA,total,2048,110096.54529914152
GMAN,USA,total,2049,110096.54529914152
GMAN,USA,total,2050,110096.54529914152
GMAN,USA,total,2051,110096.54529914152
GMAN,USA,total,2052,110096.54529914152
GMAN,USA,total,2053,110096.54529914152
GMAN,USA,total,2054,110096.54529914152
GMAN,USA,total,2055,110096.54529914152
GMAN,USA,total,2056,110096.54529914152
GMAN,USA,total,2057,110096.54529914152
GMAN,USA,total,2058,110096.54529914152
GMAN,USA,total,2059,110096.54529914152
GMAN,USA,total,2060,110096.54529914152
GMAN,USA,total,2061,110096.54529914152
GMAN,USA,total,2062,110096.54529914152
GMAN,USA,total,2063,110096.54529914152
GMAN,USA,total,2064,110096.54529914152
GMAN,USA,total,2065,110096.54529914152
GMAN,USA,total,2066,110096.54529914152
GMAN,USA,total,2067,110096.54529914152
GMAN,USA,total,2068,110096.54529914152
GMAN,USA,total,2069,110096.54529914152
GMAN,USA,total,2070,110096.54529914152
GMAN,USA,total,2071,110096.54529914152
GMAN,USA,total,2072,110096.54529914152
GMAN,USA,total,2073,110096.54529914152
GMAN,USA,total,2074,110096.54529914152
GMAN,USA,total,2075,110096.54529914152
GMAN,USA,total,2076,110096.54529914152
GMAN,USA,total,2077,110096.54529914152
GMAN,USA,total,2078,110096.54529914152
GMAN,USA,total,2079,110096.54529914152
GMAN,USA,total,2080,110096.54529914152
GMAN,USA,total,2081,110096.54529914152
GMAN,USA,total,2082,110096.54529914152
GMAN,USA,total,2083,110096.54529914152
GMAN,USA,total,2084,110096.54529914152
GMAN,USA,total,2085,110096.54529914152
GMAN,USA,total,2086,110096.54529914152
GMAN,USA,total,2087,110096.54529914152
GMAN,USA,total,2088,110096.54529914152
GMAN,USA,total,2089,110096.54529914152
GMAN,USA,total,2090,110096.54529914152
GMAN,USA,total,2091,110096.54529914152
GMAN,USA,total,2092,110096.54529914152
GMAN,USA,total,2093,110096.54529914152
GMAN,USA,total,2094,110096.54529914152
GMAN,USA,total,2095,110096.54529914152
GMAN,USA,total,2096,110096.54529914152
GMAN,USA,total,2097,110096.54529914152
GMAN,USA,total,2098,110096.54529914152
GMAN,USA,total,2099,110096.54529914152
GMAN,USA,total,2100,110096.54529914152
GMAN,USA,primf,1961,20577.04766066606
GMAN,USA,primf,1962,20255.11268452848
GMAN,USA,primf,1963,19929.985384050582
GMAN,USA,primf,1964,19609.669343697606
GMAN,USA,primf,1965,19269.116937576662
GMAN,USA,primf,1966,18920.32168026755
GMAN,USA,primf,1967,18562.76907863051
GMAN,USA,primf,1968,18212.47313562112
GMAN,USA,primf,1969,17846.85430751341
GMAN,USA,primf,1970,17479.962454771445
GMAN,USA,primf,1971,17111.52009663226
GMAN,USA,primf,1972,16738.86749620438
GMAN,USA,primf,1973,16369.049320540373
GMAN,USA,primf,1974,15995.890825138287
GMAN,USA,primf,1975,15621.861286648622
GMAN,USA,primf,1976,15286.250308806146
GMAN,USA,primf,1977,14921.698188272412
GMAN,USA,primf,1978,14549.562714461103
GMAN,USA,primf,1979,14137.958730270058
GMAN,USA,primf,1980,13710.361835678783
GMAN,USA,primf,1981,13302.241709386528
GMAN,USA,primf,1982,12899.682587882291
GMAN,USA,primf,1983,12494.777800473852
GMAN,USA,primf,1984,12058.211890686103
GMAN,USA,primf,1985,11594.584683781632
GMAN,USA,primf,1986,11144.288956131704
GMAN,USA,primf,1987,10661.782944387785
GMAN,USA,primf,1988,10185.191123635657
GMAN,USA,primf,1989,9714.713099804863
GMAN,USA,primf,1990,9246.755939861778
GMAN,USA,primf,1991,8747.561299953417
GMAN,USA,primf,1992,8265.509377761662
GMAN,USA,primf,1993,7803.8560321351015
GMAN,USA,primf,1994,7357.696645534235
GMAN,USA,primf,1995,6919.953972894911
GMAN,USA,primf,1996,6495.391280373445
GMAN,USA,primf,1997,6088.14417770548
GMAN,USA,primf,1998,5691.262609418262
GMAN,USA,primf,1999,5301.949996423828
GMAN,USA,primf,2000,4925.142546745089
GMAN,USA,primf,2001,4572.360825989295
GMAN,USA,primf,2002,4245.631314756044
GMAN,USA,primf,2003,3921.546551614048
GMAN,USA,primf,2004,3618.5447385787693
GMAN,USA,primf,2005,3316.6533328458418
GMAN,USA,primf,2006,3029.4437858897745
GMAN,USA,primf,2007,2747.6611780151657
GMAN,USA,primf,2008,2511.298778896868
GMAN,USA,primf,2009,2313.6160229755596
GMAN,USA,primf,2010,2149.9171956965965
GMAN,USA,primf,2011,1978.333135971982
GMAN,USA,primf,2012,1810.5915564826469
GMAN,USA,primf,2013,1655.091101730662
GMAN,USA,primf,2014,1509.1362277112014
GMAN,USA,primf,2015,1368.8685464053983
GMAN,USA,primf,2016,1236.254864005847
GMAN,USA,primf,2017,1116.4096930231979
GMAN,USA,primf,2018,1005.9467493335485
GMAN,USA,primf,2019,904.2324585695198
GMAN,USA,primf,2020,810.7174979065054
GMAN,USA,primn,1961,4464.191153600109
GMAN,USA,primn,1962,4453.556818269727
GMAN,USA,primn,1963,4442.921247907834
GMAN,USA,primn,1964,4432.284430227186
GMAN,USA,primn,1965,4421.6463859612995
GMAN,USA,primn,1966,4411.007112451312
GMAN,USA,primn,1967,4400.3666282107715
GMAN,USA,primn,1968,4389.7248896925985
GMAN,USA,primn,1969,4379.081966051819
GMAN,USA,primn,1970,4368.437828834475
GMAN,USA,primn,1971,4358.360077067293
GMAN,USA,primn,1972,4348.281870345772
GMAN,USA,primn,1973,4338.20320832255
GMAN,USA,primn,1974,4328.124103007869
GMAN,USA,primn,1975,4318.044588619211
GMAN,USA,primn,1976,4307.964633605689
GMAN,USA,primn,1977,4297.884304375613
GMAN,USA,primn,1978,4287.803565735621
GMAN,USA,primn,1979,4277.722462996984
GMAN,USA,primn,1980,4267.640987315384
GMAN,USA,primn,1981,4266.870788194826
GMAN,USA,primn,1982,4266.098933279214
GMAN,USA,primn,1983,4265.3254262604505
GMAN,USA,primn,1984,4264.550307833158
GMAN,USA,primn,1985,4263.77359548025
GMAN,USA,primn,1986,4262.995298185979
GMAN,USA,primn,1987,4262.215450176109
GMAN,USA,primn,1988,4261.434039253869
GMAN,USA,primn,1989,4260.651099280693
GMAN,USA,primn,1990,4259.86663115557
GMAN,USA,primn,1991,4224.654473488038
GMAN,USA,primn,1992,4189.434328455496
GMAN,USA,primn,1993,4154.206331455363
GMAN,USA,primn,1994,4118.97065332609
GMAN,USA,primn,1995,4083.7273265566355
GMAN,USA,primn,1996,4048.476538913927
GMAN,USA,primn,1997,4013.218461317182
GMAN,USA,primn,1998,3977.9532779364185
GMAN,USA,primn,1999,3942.681187882384
GMAN,USA,primn,2000,3907.40243758329
GMAN,USA,primn,2001,3903.068546501395
GMAN,USA,primn,2002,3902.374165530521
GMAN,USA,primn,2003,3901.1416727340848
GMAN,USA,primn,2004,3900.167444391963
GMAN,USA,primn,2005,3899.1719721557793
GMAN,USA,primn,2006,3898.3870351587443
GMAN,USA,primn,2007,3881.7584976114426
GMAN,USA,primn,2008,3864.836007092951
GMAN,USA,primn,2009,3863.2471433085093
GMAN,USA,primn,2010,3862.3904351117817
GMAN,USA,primn,2011,3861.131629801706
GMAN,USA,primn,2012,3836.830646850559
GMAN,USA,primn,2013,3836.124275106572
GMAN,USA,primn,2014,3800.50479477574
GMAN,USA,primn,2015,3798.5595042096006
GMAN,USA,primn,2016,3792.272900825865
GMAN,USA,primn,2017,3785.89019824251
GMAN,USA,primn,2018,3779.481039528753
GMAN,USA,primn,2019,3773.0439494899233
GMAN,USA,primn,2020,3766.582896324876
GMAN,USA,secdf,1961,48901.183768965006
GMAN,USA,secdf,1962,49361.19717938091
GMAN,USA,secdf,1963,49824.402924957205
GMAN,USA,secdf,1964,50282.797411427295
GMAN,USA,secdf,1965,50761.42809504541
GMAN,USA,secdf,1966,51248.30179897788
GMAN,USA,secdf,1967,51743.93291237258
GMAN,USA,secdf,1968,52232.30712418735
GMAN,USA,secdf,1969,52736.004426610656
GMAN,USA,secdf,1970,53240.97463102249
GMAN,USA,secdf,1971,53634.35514714932
GMAN,USA,secdf,1972,54031.94570924947
GMAN,USA,secdf,1973,54426.70192105386
GMAN,USA,secdf,1974,54824.7983276295
GMAN,USA,secdf,1975,55223.76603729454
GMAN,USA,secdf,1976,55584.315034042425
GMAN,USA,secdf,1977,55973.80516205623
GMAN,USA,secdf,1978,56370.878718387976
GMAN,USA,secdf,1979,56807.42080722547
GMAN,USA,secdf,1980,57259.95572047962
GMAN,USA,secdf,1981,57798.2327383835
GMAN,USA,secdf,1982,58330.9487841119
GMAN,USA,secdf,1983,58866.010731054375
GMAN,USA,secdf,1984,59432.733668882145
GMAN,USA,secdf,1985,60026.51781737552
GMAN,USA,secdf,1986,60606.97051263659
GMAN,USA,secdf,1987,61219.63362186933
GMAN,USA,secdf,1988,61826.38233134274
GMAN,USA,secdf,1989,62427.01749099618
GMAN,USA,secdf,1990,63025.13156450876
GMAN,USA,secdf,1991,63331.01882844678
GMAN,USA,secdf,1992,63619.763392866706
GMAN,USA,secdf,1993,63888.10935842756
GMAN,USA,secdf,1994,64140.961340228634
GMAN,USA,secdf,1995,64385.39651952676
GMAN,USA,secdf,1996,64616.65190498943
GMAN,USA,secdf,1997,64830.59153989287
GMAN,USA,secdf,1998,65034.165738430434
GMAN,USA,secdf,1999,65230.17098808908
GMAN,USA,secdf,2000,65413.671031948514
GMAN,USA,secdf,2001,65698.91857978827
GMAN,USA,secdf,2002,66172.12237370225
GMAN,USA,secdf,2003,66481.3965045274
GMAN,USA,secdf,2004,67054.67748018766
GMAN,USA,secdf,2005,67393.99852054009
GMAN,USA,secdf,2006,67971.12262327083
GMAN,USA,secdf,2007,67990.68167422214
GMAN,USA,secdf,2008,67993.48899078919
GMAN,USA,secdf,2009,68205.05228984795
GMAN,USA,secdf,2010,68921.84364047735
GMAN,USA,secdf,2011,69190.22204898378
GMAN,USA,secdf,2012,69000.73893830323
GMAN,USA,secdf,2013,69782.15325120978
GMAN,USA,secdf,2014,69394.21713395482
GMAN,USA,secdf,2015,70019.59882394818
GMAN,USA,secdf,2016,70139.77643599188
GMAN,USA,secdf,2017,70247.31907627842
GMAN,USA,secdf,2018,70346.1666821792
GMAN,USA,secdf,2019,70436.255275478
GMAN,USA,secdf,2020,70518.13617151103
GMAN,USA,secdn,1961,393.53507869567386
GMAN,USA,secdn,1962,393.9833096609968
GMAN,USA,secdn,1963,394.43278400049155
GMAN,USA,secdn,1964,394.8834965323835
GMAN,USA,secdn,1965,395.3354414397202
GMAN,USA,secdn,1966,395.7886157865218
GMAN,USA,secdn,1967,396.2430000623251
GMAN,USA,secdn,1968,396.69861368793556
GMAN,USA,secdn,1969,397.15543837205354
GMAN,USA,secdn,1970,397.613471767699
GMAN,USA,secdn,1971,397.57740194355375
GMAN,USA,secdn,1972,397.5417884603987
GMAN,USA,secdn,1973,397.5066365164587
GMAN,USA,secdn,1974,397.4719124478671
GMAN,USA,secdn,1975,397.43762098311515
GMAN,USA,secdn,1976,397.40373082025417
GMAN,USA,secdn,1977,397.3702598637798
GMAN,USA,secdn,1978,397.3371636184815
GMAN,USA,secdn,1979,397.3044423726683
GMAN,USA,secdn,1980,397.2720914801512
GMAN,USA,secdn,1981,406.60897415181614
GMAN,USA,secdn,1982,415.9475320243699
GMAN,USA,secdn,1983,425.28769572173394
GMAN,USA,secdn,1984,434.6295268165392
GMAN,USA,secdn,1985,443.9729209242397
GMAN,USA,secdn,1986,453.3178984328121
GMAN,USA,secdn,1987,462.664428263055
GMAN,USA,secdn,1988,472.01253680352886
GMAN,USA,secdn,1989,481.3621677332427
GMAN,USA,secdn,1990,490.7133112727819
GMAN,USA,secdn,1991,488.888458029818
GMAN,USA,secdn,1992,487.07156648734735
GMAN,USA,secdn,1993,485.2625325668611
GMAN,USA,secdn,1994,483.46121951407594
GMAN,USA,secdn,1995,481.6675102161935
GMAN,USA,secdn,1996,479.881267560337
GMAN,USA,secdn,1997,478.10232863841594
GMAN,USA,secdn,1998,476.33050313195815
GMAN,USA,secdn,1999,474.56556648363795
GMAN,USA,secdn,2000,472.80729267308595
GMAN,USA,secdn,2001,472.07800438969343
GMAN,USA,secdn,2002,488.17516872940297
GMAN,USA,secdn,2003,492.63976853684824
GMAN,USA,secdn,2004,523.6194799559303
GMAN,USA,secdn,2005,532.7492284891516
GMAN,USA,secdn,2006,565.8411560009843
GMAN,USA,secdn,2007,562.061179812929
GMAN,USA,secdn,2008,558.0123704912755
GMAN,USA,secdn,2009,561.4761949365077
GMAN,USA,secdn,2010,616.1283241655367
GMAN,USA,secdn,2011,630.0949831906444
GMAN,USA,secdn,2012,623.2812115965269
GMAN,USA,secdn,2013,688.247309701812
GMAN,USA,secdn,2014,676.5065262876938
GMAN,USA,secdn,2015,727.037158339836
GMAN,USA,secdn,2016,724.9729563256396
GMAN,USA,secdn,2017,723.0271392304624
GMAN,USA,secdn,2018,721.1633584246676
GMAN,USA,secdn,2019,719.3308033168807
GMAN,USA,secdn,2020,717.5311157806391
GMAN,USA,pastr,1961,9594.010767140662
GMAN,USA,pastr,1962,9519.056302704048
GMAN,USA,pastr,1963,9444.101832795823
GMAN,USA,pastr,1964,9369.147351493677
GMAN,USA,pastr,1965,9294.192899977585
GMAN,USA,pastr,1966,9219.23841553505
GMAN,USA,pastr,1967,9144.283929402363
GMAN,USA,pastr,1968,9069.329489883687
GMAN,USA,pastr,1969,8994.374991866387
GMAN,USA,pastr,1970,8919.420547926657
GMAN,USA,pastr,1971,8900.471438021897
GMAN,USA,pastr,1972,8881.52230648961
GMAN,USA,pastr,1973,8862.573204037142
GMAN,USA,pastr,1974,8843.624100977493
GMAN,USA,pastr,1975,8824.67494453292
GMAN,USA,pastr,1976,8805.725835404566
GMAN,USA,pastr,1977,8786.776705955072
GMAN,USA,pastr,1978,8767.82756247713
GMAN,USA,pastr,1979,8748.878467528964
GMAN,USA,pastr,1980,8729.929340529981
GMAN,USA,pastr,1981,8737.486603554667
GMAN,USA,pastr,1982,8745.043887072337
GMAN,USA,pastr,1983,8752.601148261441
GMAN,USA,pastr,1984,8760.158428235345
GMAN,USA,pastr,1985,8767.715721425622
GMAN,USA,pastr,1986,8775.27300388788
GMAN,USA,pastr,1987,8782.83028765138
GMAN,USA,pastr,1988,8790.38755456202
GMAN,USA,pastr,1989,8797.944832972578
GMAN,USA,pastr,1990,8805.502122122522
GMAN,USA,pastr,1991,8798.386609104715
GMAN,USA,pastr,1992,8791.271068611357
GMAN,USA,pastr,1993,8784.155535930047
GMAN,USA,pastr,1994,8777.040029301059
GMAN,USA,pastr,1995,8769.924502038784
GMAN,USA,pastr,1996,8762.808956368444
GMAN,USA,pastr,1997,8755.693447613721
GMAN,USA,pastr,1998,8748.57793225681
GMAN,USA,pastr,1999,8741.462404622194
GMAN,USA,pastr,2000,8734.3468964651
GMAN,USA,pastr,2001,8749.068164211161
GMAN,USA,pastr,2002,8764.974295349532
GMAN,USA,pastr,2003,8843.815435245617
GMAN,USA,pastr,2004,8925.182656967192
GMAN,USA,pastr,2005,8998.58558234572
GMAN,USA,pastr,2006,9075.208102019153
GMAN,USA,pastr,2007,9151.956215978398
GMAN,USA,pastr,2008,9168.936908647855
GMAN,USA,pastr,2009,9185.038425533818
GMAN,USA,pastr,2010,9196.725874637472
GMAN,USA,pastr,2011,9217.826987159347
GMAN,USA,pastr,2012,9230.074144612587
GMAN,USA,pastr,2013,9243.636682531624
GMAN,USA,pastr,2014,9278.690818255522
GMAN,USA,pastr,2015,9310.267389350212
GMAN,USA,pastr,2016,9141.104551867396
GMAN,USA,pastr,2017,8971.865565697095
GMAN,USA,pastr,2018,8802.545320114432
GMAN,USA,pastr,2019,8633.224893212571
GMAN,USA,pastr,2020,8463.900618190735
GMAN,USA,range,1961,1442.8284929393785
GMAN,USA,range,1962,1430.0908580884745
GMAN,USA,range,1963,1417.3532314864992
GMAN,USA,range,1964,1404.6155834504052
GMAN,USA,range,1965,1391.8779596183954
GMAN,USA,range,1966,1379.1403494408974
GMAN,USA,range,1967,1366.402694902275
GMAN,USA,range,1968,1353.6650816809545
GMAN,USA,range,1969,1340.927457326717
GMAN,USA,range,1970,1328.1898166322708
GMAN,USA,range,1971,1320.193247310197
GMAN,USA,range,1972,1312.1966652452134
GMAN,USA,range,1973,1304.200091672345
GMAN,USA,range,1974,1296.2035043211836
GMAN,USA,range,1975,1288.20691578433
GMAN,USA,range,1976,1280.2103441338163
GMAN,USA,range,1977,1272.2137540055344
GMAN,USA,range,1978,1264.2171758152094
GMAN,USA,range,1979,1256.2205984664547
GMAN,USA,range,1980,1248.2240143391607
GMAN,USA,range,1981,1246.7151734309732
GMAN,USA,range,1982,1245.2063644835548
GMAN,USA,range,1983,1243.6975278078112
GMAN,USA,range,1984,1242.1887120584674
GMAN,USA,range,1985,1240.6799050894183
GMAN,USA,range,1986,1239.171090751373
GMAN,USA,range,1987,1237.6622679756629
GMAN,USA,range,1988,1236.1534570307017
GMAN,USA,range,1989,1234.644630856176
GMAN,USA,range,1990,1233.1358128429115
GMAN,USA,range,1991,1229.4217847354637
GMAN,USA,range,1992,1225.7077541175731
GMAN,USA,range,1993,1221.9937148526562
GMAN,USA,range,1994,1218.2796987225368
GMAN,USA,range,1995,1214.5656598117112
GMAN,USA,range,1996,1210.851621129642
GMAN,USA,range,1997,1207.1376038394467
GMAN,USA,range,1998,1203.4235802087749
GMAN,USA,range,1999,1199.7095457837318
GMAN,USA,range,2000,1195.995514672852
GMAN,USA,range,2001,1202.7181413710841
GMAN,USA,range,2002,1208.4323400979865
GMAN,USA,range,2003,1222.2826948882896
GMAN,USA,range,2004,1233.540062261459
GMAN,USA,range,2005,1252.85152592036
GMAN,USA,range,2006,1268.8638411880195
GMAN,USA,range,2007,1284.863790595338
GMAN,USA,range,2008,1289.746855363705
GMAN,USA,range,2009,1294.4859391903528
GMAN,USA,range,2010,1296.1583560301779
GMAN,USA,range,2011,1303.5480652771816
GMAN,USA,range,2012,1316.4768427368667
GMAN,USA,range,2013,1322.864690805433
GMAN,USA,range,2014,1310.2737510726938
GMAN,USA,range,2015,1301.2789563805302
GMAN,USA,range,2016,1280.0021353548073
GMAN,USA,range,2017,1258.7200293453423
GMAN,USA,range,2018,1237.4325491449436
GMAN,USA,range,2019,1216.1453297896048
GMAN,USA,range,2020,1194.8546469110129
GMAN,USA,urban,1961,1892.9023352783036
GMAN,USA,urban,1962,1930.4413339250689
GMAN,USA,urban,1963,1967.9803388913137
GMAN,USA,urban,1964,2005.519337862977
GMAN,USA,urban,1965,2043.0583394126666
GMAN,USA,urban,1966,2080.5973482488653
GMAN,USA,urban,1967,2118.1363470248934
GMAN,USA,urban,1968,2155.675349309896
GMAN,USA,urban,1969,2193.2143536827652
GMAN,USA,urban,1970,2230.753358793558
GMAN,USA,urban,1971,2252.7837255236855
GMAN,USA,urban,1972,2274.8141041298663
GMAN,USA,urban,1973,2296.8444686795888
GMAN,USA,urban,1974,2318.874845935695
GMAN,USA,urban,1975,2340.9052106252543
GMAN,USA,urban,1976,2362.9355880275507
GMAN,USA,urban,1977,2384.9659570863982
GMAN,USA,urban,1978,2406.996329618005
GMAN,USA,urban,1979,2429.0266929153736
GMAN,USA,urban,1980,2451.057070107194
GMAN,USA,urban,1981,2491.193190002924
GMAN,USA,urban,1982,2531.3293156739155
GMAN,USA,urban,1983,2571.4654398853686
GMAN,USA,urban,1984,2611.601561565717
GMAN,USA,urban,1985,2651.7376854605172
GMAN,USA,urban,1986,2691.8738119849563
GMAN,USA,urban,1987,2732.0099354327167
GMAN,USA,urban,1988,2772.1460567131103
GMAN,USA,urban,1989,2812.2821793137737
GMAN,USA,urban,1990,2852.4183034679145
GMAN,USA,urban,1991,2911.173473393976
GMAN,USA,urban,1992,2969.9286449194456
GMAN,USA,urban,1993,3028.6838084416095
GMAN,USA,urban,1994,3087.43897956229
GMAN,USA,urban,1995,3146.1941441985136
GMAN,USA,urban,1996,3204.949311486921
GMAN,USA,urban,1997,3263.704480980734
GMAN,USA,urban,1998,3322.4596484594767
GMAN,USA,urban,1999,3381.2148327177883
GMAN,USA,urban,2000,3439.9699702698463
GMAN,USA,urban,2001,3489.624457289264
GMAN,USA,urban,2002,3539.440972968302
GMAN,USA,urban,2003,3590.0645577471646
GMAN,USA,urban,2004,3642.1844110823577
GMAN,USA,urban,2005,3693.8038270530633
GMAN,USA,urban,2006,3745.758372618549
GMAN,USA,urban,2007,3798.5102142011483
GMAN,USA,urban,2008,3851.3229278730114
GMAN,USA,urban,2009,3904.998508780425
GMAN,USA,urban,2010,3957.626338554083
GMAN,USA,urban,2011,4013.496222746117
GMAN,USA,urban,2012,4067.4209939991765
GMAN,USA,urban,2013,4114.315682534875
GMAN,USA,urban,2014,4167.567202476973
GMAN,USA,urban,2015,4225.317650937405
GMAN,USA,urban,2016,4333.667898607444
GMAN,USA,urban,2017,4442.017953753388
GMAN,USA,urban,2018,4550.367846916242
GMAN,USA,urban,2019,4658.7175713795095
GMAN,USA,urban,2020,4767.067208614469
GMAN,USA,c3ann,1961,10075.82225021633
GMAN,USA,c3ann,1962,10026.235483488434
GMAN,USA,c3ann,1963,9976.648749967448
GMAN,USA,c3ann,1964,9927.06201156877
GMAN,USA,c3ann,1965,9877.475301560062
GMAN,USA,c3ann,1966,9827.888539193551
GMAN,USA,c3ann,1967,9778.301833625897
GMAN,USA,c3ann,1968,9728.715098560115
GMAN,USA,c3ann,1969,9679.128380961558
GMAN,USA,c3ann,1970,9629.541647200549
GMAN,USA,c3ann,1971,9616.509361130056
GMAN,USA,c3ann,1972,9603.477203189475
GMAN,USA,c3ann,1973,9590.444976102288
GMAN,USA,c3ann,1974,9577.412768422892
GMAN,USA,c3ann,1975,9564.380550337415
GMAN,USA,c3ann,1976,9551.348346564186
GMAN,USA,c3ann,1977,9538.31612814685
GMAN,USA,c3ann,1978,9525.283923159937
GMAN,USA,c3ann,1979,9512.251716451592
GMAN,USA,c3ann,1980,9499.219488989811
GMAN,USA,c3ann,1981,9391.538029245687
GMAN,USA,c3ann,1982,9283.856587040867
GMAN,USA,c3ann,1983,9176.175086979993
GMAN,USA,c3ann,1984,9068.493599784642
GMAN,USA,c3ann,1985,8960.812099027095
GMAN,USA,c3ann,1986,8853.130683010084
GMAN,USA,c3ann,1987,8745.449168500982
GMAN,USA,c3ann,1988,8637.767768821128
GMAN,USA,c3ann,1989,8530.08624028032
GMAN,USA,c3ann,1990,8422.404822850938
GMAN,USA,c3ann,1991,8498.800133259509
GMAN,USA,c3ann,1992,8575.195397417197
GMAN,USA,c3ann,1993,8651.59068920029
GMAN,USA,c3ann,1994,8727.985939624003
GMAN,USA,c3ann,1995,8804.381277123779
GMAN,USA,c3ann,1996,8880.776532019278
GMAN,USA,c3ann,1997,8957.171803323943
GMAN,USA,c3ann,1998,9033.56705920023
GMAN,USA,c3ann,1999,9109.96235482212
GMAN,USA,c3ann,2000,9186.35763032862
GMAN,USA,c3ann,2001,9184.460860906325
GMAN,USA,c3ann,2002,9057.720974165564
GMAN,USA,c3ann,2003,8985.108322997241
GMAN,USA,c3ann,2004,8746.009696244824
GMAN,USA,c3ann,2005,8642.638284034416
GMAN,USA,c3ann,2006,8392.175874694907
GMAN,USA,c3ann,2007,8462.63203719268
GMAN,USA,c3ann,2008,8555.74221097725
GMAN,USA,c3ann,2009,8505.383533101052
GMAN,USA,c3ann,2010,8145.559628009239
GMAN,USA,c3ann,2011,8042.669285851838
GMAN,USA,c3ann,2012,8207.015486265655
GMAN,USA,c3ann,2013,7805.097252315109
GMAN,USA,c3ann,2014,8073.33599183762
GMAN,USA,c3ann,2015,7747.592918140998
GMAN,USA,c3ann,2016,7801.907634698892
GMAN,USA,c3ann,2017,7856.167277657665
GMAN,USA,c3ann,2018,7909.944660371783
GMAN,USA,c3ann,2019,7963.727252698904
GMAN,USA,c3ann,2020,8017.5149508780905
GMAN,USA,c3per,1961,639.0359352117165
GMAN,USA,c3per,1962,649.8785316065151
GMAN,USA,c3per,1963,660.7211291113483
GMAN,USA,c3per,1964,671.5637329358657
GMAN,USA,c3per,1965,682.4063422251463
GMAN,USA,c3per,1966,693.2489308530733
