region,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
XER,0.806747322737472,0.794136988504268,0.79911344339787,0.794969961678462,0.794489293173472,0.79355037931595,0.793253280384466,0.793296826473422,0.793867787820374,0.793782199479245,0.792760666794499
CAN,0.915947474867832,0.913844837290648,0.912734451929495,0.911154570988016,0.911339850499772,0.910558704846518,0.909391755611944,0.908636732240909,0.908204002125523,0.907784316658778,0.907081310427565
CIS,0.874317167336713,0.872644887949889,0.871238945095767,0.869240745728909,0.868502357244314,0.867988099325985,0.86770526505958,0.867674538870878,0.8684341653959,0.869044297074421,0.868970990596052
USA,0.754455338013281,0.757325530530831,0.755645182365485,0.758101283576276,0.754556013608754,0.749639697081135,0.74488183142587,0.734846378113656,0.727880189944255,0.728391969161469,0.729014945864434
XE25,0.794310977358441,0.794559495210529,0.795449672518679,0.795464260095301,0.797110566764622,0.799173072665068,0.799519967404495,0.80021020069805,0.802251397399296,0.80408945976782,0.804874188674793
CHN,0.71125303442178,0.705349526702667,0.70626376633827,0.711690071981815,0.717158198761859,0.725178357759863,0.733850815837747,0.739923897515373,0.742826635546149,0.738487903071778,0.726140853092754
XSE,0.791021148198779,0.783895247891374,0.780890871466034,0.771844932016956,0.766049391946218,0.764096367131501,0.763300048737617,0.763202182076555,0.761886361099733,0.760103698807382,0.758403319427166
JPN,0.833588851177025,0.834602075872085,0.833570699931263,0.835610811931264,0.838400210015648,0.837959369574049,0.837119336399835,0.836634448607163,0.835172771881688,0.832360285179392,0.830683147685055
TUR,0.82200002344167,0.827303260071019,0.829355846920219,0.827676435185357,0.825209623445228,0.824696738755532,0.824347711411844,0.824333664190966,0.824855414617055,0.825673655717061,0.826906542910336
XME,0.869406443106896,0.871190894427583,0.867131631135968,0.861611724181817,0.855712984222943,0.851056099194013,0.849754032172202,0.849917441736162,0.850075704378166,0.848061749225024,0.840023749538326
XSA,0.84281459473104,0.839165432671544,0.834085211287434,0.823715417827521,0.810707349132027,0.800064931784841,0.79089783637247,0.783292080594311,0.783085438028735,0.784893968168664,0.786880128290935
XNF,0.787626701592993,0.786262827456763,0.763315982626937,0.741526476003235,0.721928758076759,0.711353861822121,0.704898984688179,0.7008376911763,0.697998858880705,0.698713831737841,0.699539632860039
IND,0.751035727828002,0.748933471892777,0.742079773584534,0.722521682012644,0.711672226899574,0.70653683208341,0.702477534838428,0.698949097025454,0.697011893281429,0.69673230874217,0.697133518717269
XLM,0.821878112347325,0.819487039456656,0.811315846795334,0.803898085537042,0.797842657560739,0.797599320053448,0.797633316262566,0.797486776337283,0.797888704068006,0.799843742182574,0.802248557498995
XAF,0.823415678972152,0.820334801505799,0.800188282538397,0.77926491044962,0.759538747321448,0.748842555273708,0.741148070059467,0.735368341299751,0.730974729495548,0.73113350736835,0.732455929701528
BRA,0.796000247084801,0.793662244182144,0.785079733431646,0.76900903699644,0.754242205937636,0.753464095967691,0.763325344558846,0.777381838335692,0.791240606399755,0.812941044188103,0.83768360039643
XOC,0.788905760574298,0.789449214264055,0.7800644519458,0.756643647376729,0.746586453841918,0.74339086515685,0.740142837465287,0.734636794734698,0.731904854774234,0.730021896644775,0.729662889419155
R5REF,0.867998797687679,0.865303714797743,0.864494581784704,0.862295779811975,0.861581490392676,0.861027523441221,0.86074335530425,0.86071957422113,0.861461558906926,0.862006634697241,0.861844660800464
R5OECD90+EU,0.815801480480939,0.816393416095402,0.813622971298627,0.808590174667399,0.805527859797795,0.803414123377153,0.800957580170196,0.796581421148629,0.794059433514803,0.793937687026875,0.793978995601634
R5ASIA,0.764219459944326,0.758592625552732,0.75603699034293,0.749818455927405,0.746139328690807,0.746048848575392,0.746971772175589,0.74759919137244,0.747629444858678,0.745603961982165,0.741192713793139
R5MAF,0.823112864965099,0.820275598513894,0.800509944828243,0.780042169364149,0.760770366178536,0.750275887347872,0.742850569414083,0.737349438008223,0.73318115750315,0.733297411114769,0.734291736120104
R5LAM,0.809717211058818,0.807351077585642,0.798986592369857,0.787502518474305,0.777353301775634,0.776858656246442,0.781510817243992,0.788038772648858,0.794764533713157,0.805998616057184,0.818900706138696
World,0.824091996151652,0.821859802804335,0.814955553663774,0.805907460740428,0.798398408401202,0.795609784463299,0.794735372746435,0.794265046943691,0.794495672032726,0.796755798507629,0.799177359822635
