basin,year,land,Value
CIS,2079,GRO,2.587
CIS,2079,OSD,1.446
CIS,2079,C_B,29.418
CIS,2079,OTH_A,1.948
CIS,2079,CEREAL,2.382
CIS,2080,CROP_FLW,2.531
CIS,2080,PDR,5.089
CIS,2080,WHT,2.187
CIS,2080,GRO,2.590
CIS,2080,OSD,1.446
CIS,2080,C_B,29.531
CIS,2080,OTH_A,1.950
CIS,2080,CEREAL,2.384
CIS,2081,CROP_FLW,2.521
CIS,2081,PDR,5.075
CIS,2081,WHT,2.184
CIS,2081,GRO,2.589
CIS,2081,OSD,1.447
CIS,2081,C_B,29.616
CIS,2081,OTH_A,1.952
CIS,2081,CEREAL,2.382
CIS,2082,CROP_FLW,2.511
CIS,2082,PDR,5.060
CIS,2082,WHT,2.181
CIS,2082,GRO,2.588
CIS,2082,OSD,1.447
CIS,2082,C_B,29.702
CIS,2082,OTH_A,1.954
CIS,2082,CEREAL,2.380
CIS,2083,CROP_FLW,2.500
CIS,2083,PDR,5.045
CIS,2083,WHT,2.177
CIS,2083,GRO,2.587
CIS,2083,OSD,1.447
CIS,2083,C_B,29.787
CIS,2083,OTH_A,1.956
CIS,2083,CEREAL,2.378
CIS,2084,CROP_FLW,2.490
CIS,2084,PDR,5.031
CIS,2084,WHT,2.174
CIS,2084,GRO,2.586
CIS,2084,OSD,1.447
CIS,2084,C_B,29.873
CIS,2084,OTH_A,1.958
CIS,2084,CEREAL,2.376
CIS,2085,CROP_FLW,2.480
CIS,2085,PDR,5.016
CIS,2085,WHT,2.171
CIS,2085,GRO,2.585
CIS,2085,OSD,1.448
CIS,2085,C_B,29.959
CIS,2085,OTH_A,1.961
CIS,2085,CEREAL,2.374
CIS,2086,CROP_FLW,2.469
CIS,2086,PDR,5.002
CIS,2086,WHT,2.168
CIS,2086,GRO,2.584
CIS,2086,OSD,1.448
CIS,2086,C_B,30.046
CIS,2086,OTH_A,1.963
CIS,2086,CEREAL,2.372
CIS,2087,CROP_FLW,2.459
CIS,2087,PDR,4.987
CIS,2087,WHT,2.164
CIS,2087,GRO,2.583
CIS,2087,OSD,1.448
CIS,2087,C_B,30.132
CIS,2087,OTH_A,1.965
CIS,2087,CEREAL,2.370
CIS,2088,CROP_FLW,2.449
CIS,2088,PDR,4.973
CIS,2088,WHT,2.161
CIS,2088,GRO,2.582
CIS,2088,OSD,1.448
CIS,2088,C_B,30.219
CIS,2088,OTH_A,1.967
CIS,2088,CEREAL,2.369
CIS,2089,CROP_FLW,2.439
CIS,2089,PDR,4.958
CIS,2089,WHT,2.158
CIS,2089,GRO,2.581
CIS,2089,OSD,1.448
CIS,2089,C_B,30.306
CIS,2089,OTH_A,1.969
CIS,2089,CEREAL,2.367
CIS,2090,CROP_FLW,2.429
CIS,2090,PDR,4.944
CIS,2090,WHT,2.155
CIS,2090,GRO,2.580
CIS,2090,OSD,1.449
CIS,2090,C_B,30.394
CIS,2090,OTH_A,1.971
CIS,2090,CEREAL,2.365
CIS,2091,CROP_FLW,2.421
CIS,2091,PDR,4.973
CIS,2091,WHT,2.152
CIS,2091,GRO,2.579
CIS,2091,OSD,1.449
CIS,2091,C_B,30.448
CIS,2091,OTH_A,1.971
CIS,2091,CEREAL,2.363
CIS,2092,CROP_FLW,2.413
CIS,2092,PDR,5.002
CIS,2092,WHT,2.149
CIS,2092,GRO,2.578
CIS,2092,OSD,1.450
CIS,2092,C_B,30.503
CIS,2092,OTH_A,1.971
CIS,2092,CEREAL,2.362
CIS,2093,CROP_FLW,2.406
CIS,2093,PDR,5.031
CIS,2093,WHT,2.147
CIS,2093,GRO,2.577
CIS,2093,OSD,1.450
CIS,2093,C_B,30.557
CIS,2093,OTH_A,1.971
CIS,2093,CEREAL,2.360
CIS,2094,CROP_FLW,2.398
CIS,2094,PDR,5.061
CIS,2094,WHT,2.144
CIS,2094,GRO,2.575
CIS,2094,OSD,1.450
CIS,2094,C_B,30.612
CIS,2094,OTH_A,1.970
CIS,2094,CEREAL,2.359
CIS,2095,CROP_FLW,2.390
CIS,2095,PDR,5.090
CIS,2095,WHT,2.141
CIS,2095,GRO,2.574
CIS,2095,OSD,1.451
CIS,2095,C_B,30.667
CIS,2095,OTH_A,1.970
CIS,2095,CEREAL,2.357
CIS,2096,CROP_FLW,2.382
CIS,2096,PDR,5.120
CIS,2096,WHT,2.138
CIS,2096,GRO,2.573
CIS,2096,OSD,1.451
CIS,2096,C_B,30.722
CIS,2096,OTH_A,1.970
CIS,2096,CEREAL,2.356
CIS,2097,CROP_FLW,2.375
CIS,2097,PDR,5.150
CIS,2097,WHT,2.136
CIS,2097,GRO,2.572
CIS,2097,OSD,1.452
CIS,2097,C_B,30.777
CIS,2097,OTH_A,1.970
CIS,2097,CEREAL,2.354
CIS,2098,CROP_FLW,2.367
CIS,2098,PDR,5.180
CIS,2098,WHT,2.133
CIS,2098,GRO,2.571
CIS,2098,OSD,1.452
CIS,2098,C_B,30.832
CIS,2098,OTH_A,1.969
CIS,2098,CEREAL,2.353
CIS,2099,CROP_FLW,2.360
CIS,2099,PDR,5.210
CIS,2099,WHT,2.130
CIS,2099,GRO,2.570
CIS,2099,OSD,1.453
CIS,2099,C_B,30.887
CIS,2099,OTH_A,1.969
CIS,2099,CEREAL,2.351
CIS,2100,CROP_FLW,2.352
CIS,2100,PDR,5.241
CIS,2100,WHT,2.128
CIS,2100,GRO,2.569
CIS,2100,OSD,1.453
CIS,2100,C_B,30.942
CIS,2100,OTH_A,1.969
CIS,2100,CEREAL,2.350
XME,2005,CROP_FLW,4.285
XME,2005,PDR,3.468
XME,2005,WHT,2.152
XME,2005,GRO,1.479
XME,2005,OSD,1.712
XME,2005,C_B,44.372
XME,2005,OTH_A,5.670
XME,2005,CEREAL,2.064
XME,2006,CROP_FLW,4.281
XME,2006,PDR,3.507
XME,2006,WHT,2.168
XME,2006,GRO,1.490
XME,2006,OSD,1.788
XME,2006,C_B,46.371
XME,2006,OTH_A,5.716
XME,2006,CEREAL,2.078
XME,2007,CROP_FLW,4.277
XME,2007,PDR,3.547
XME,2007,WHT,2.183
XME,2007,GRO,1.501
XME,2007,OSD,1.867
XME,2007,C_B,48.461
XME,2007,OTH_A,5.763
XME,2007,CEREAL,2.093
XME,2008,CROP_FLW,4.273
XME,2008,PDR,3.588
XME,2008,WHT,2.199
XME,2008,GRO,1.512
XME,2008,OSD,1.949
XME,2008,C_B,50.645
XME,2008,OTH_A,5.810
XME,2008,CEREAL,2.108
XME,2009,CROP_FLW,4.269
XME,2009,PDR,3.629
XME,2009,WHT,2.215
XME,2009,GRO,1.523
XME,2009,OSD,2.034
XME,2009,C_B,52.928
XME,2009,OTH_A,5.857
XME,2009,CEREAL,2.123
XME,2010,CROP_FLW,4.264
XME,2010,PDR,3.670
XME,2010,WHT,2.231
XME,2010,GRO,1.534
XME,2010,OSD,2.124
XME,2010,C_B,55.313
XME,2010,OTH_A,5.905
XME,2010,CEREAL,2.139
XME,2011,CROP_FLW,4.262
XME,2011,PDR,3.665
XME,2011,WHT,2.240
XME,2011,GRO,1.536
XME,2011,OSD,2.122
XME,2011,C_B,54.538
XME,2011,OTH_A,5.928
XME,2011,CEREAL,2.143
XME,2012,CROP_FLW,4.260
XME,2012,PDR,3.660
XME,2012,WHT,2.248
XME,2012,GRO,1.539
XME,2012,OSD,2.121
XME,2012,C_B,53.775
XME,2012,OTH_A,5.951
XME,2012,CEREAL,2.148
XME,2013,CROP_FLW,4.257
XME,2013,PDR,3.655
XME,2013,WHT,2.257
XME,2013,GRO,1.541
XME,2013,OSD,2.120
XME,2013,C_B,53.022
XME,2013,OTH_A,5.974
XME,2013,CEREAL,2.153
XME,2014,CROP_FLW,4.255
XME,2014,PDR,3.651
XME,2014,WHT,2.266
XME,2014,GRO,1.543
XME,2014,OSD,2.118
XME,2014,C_B,52.280
XME,2014,OTH_A,5.997
XME,2014,CEREAL,2.158
XME,2015,CROP_FLW,4.252
XME,2015,PDR,3.646
XME,2015,WHT,2.275
XME,2015,GRO,1.546
XME,2015,OSD,2.117
XME,2015,C_B,51.548
XME,2015,OTH_A,6.020
XME,2015,CEREAL,2.163
XME,2016,CROP_FLW,4.250
XME,2016,PDR,3.641
XME,2016,WHT,2.283
XME,2016,GRO,1.548
XME,2016,OSD,2.115
XME,2016,C_B,50.827
XME,2016,OTH_A,6.044
XME,2016,CEREAL,2.168
XME,2017,CROP_FLW,4.247
XME,2017,PDR,3.636
XME,2017,WHT,2.292
XME,2017,GRO,1.550
XME,2017,OSD,2.114
XME,2017,C_B,50.115
XME,2017,OTH_A,6.067
XME,2017,CEREAL,2.173
XME,2018,CROP_FLW,4.245
XME,2018,PDR,3.631
XME,2018,WHT,2.301
XME,2018,GRO,1.553
XME,2018,OSD,2.112
XME,2018,C_B,49.413
XME,2018,OTH_A,6.091
XME,2018,CEREAL,2.177
XME,2019,CROP_FLW,4.242
XME,2019,PDR,3.626
XME,2019,WHT,2.310
XME,2019,GRO,1.555
XME,2019,OSD,2.111
XME,2019,C_B,48.722
XME,2019,OTH_A,6.115
XME,2019,CEREAL,2.182
XME,2020,CROP_FLW,4.240
XME,2020,PDR,3.621
XME,2020,WHT,2.319
XME,2020,GRO,1.557
XME,2020,OSD,2.109
XME,2020,C_B,48.040
XME,2020,OTH_A,6.139
XME,2020,CEREAL,2.187
XME,2021,CROP_FLW,4.237
XME,2021,PDR,3.617
XME,2021,WHT,2.321
XME,2021,GRO,1.567
XME,2021,OSD,2.115
XME,2021,C_B,47.991
XME,2021,OTH_A,6.197
XME,2021,CEREAL,2.193
XME,2022,CROP_FLW,4.233
XME,2022,PDR,3.612
XME,2022,WHT,2.323
XME,2022,GRO,1.577
XME,2022,OSD,2.121
XME,2022,C_B,47.942
XME,2022,OTH_A,6.256
XME,2022,CEREAL,2.199
XME,2023,CROP_FLW,4.230
XME,2023,PDR,3.608
XME,2023,WHT,2.326
XME,2023,GRO,1.586
XME,2023,OSD,2.126
XME,2023,C_B,47.894
XME,2023,OTH_A,6.316
XME,2023,CEREAL,2.206
XME,2024,CROP_FLW,4.227
XME,2024,PDR,3.603
XME,2024,WHT,2.328
XME,2024,GRO,1.596
XME,2024,OSD,2.132
XME,2024,C_B,47.845
XME,2024,OTH_A,6.376
XME,2024,CEREAL,2.212
XME,2025,CROP_FLW,4.223
XME,2025,PDR,3.599
XME,2025,WHT,2.330
XME,2025,GRO,1.606
XME,2025,OSD,2.138
XME,2025,C_B,47.797
XME,2025,OTH_A,6.436
XME,2025,CEREAL,2.218
XME,2026,CROP_FLW,4.220
XME,2026,PDR,3.594
XME,2026,WHT,2.332
XME,2026,GRO,1.615
XME,2026,OSD,2.144
XME,2026,C_B,47.748
XME,2026,OTH_A,6.498
XME,2026,CEREAL,2.224
XME,2027,CROP_FLW,4.217
XME,2027,PDR,3.590
XME,2027,WHT,2.335
XME,2027,GRO,1.625
XME,2027,OSD,2.150
XME,2027,C_B,47.700
XME,2027,OTH_A,6.559
XME,2027,CEREAL,2.230
XME,2028,CROP_FLW,4.213
XME,2028,PDR,3.585
XME,2028,WHT,2.337
XME,2028,GRO,1.635
XME,2028,OSD,2.155
XME,2028,C_B,47.652
XME,2028,OTH_A,6.622
XME,2028,CEREAL,2.236
XME,2029,CROP_FLW,4.210
XME,2029,PDR,3.581
XME,2029,WHT,2.339
XME,2029,GRO,1.645
XME,2029,OSD,2.161
XME,2029,C_B,47.603
XME,2029,OTH_A,6.685
XME,2029,CEREAL,2.242
XME,2030,CROP_FLW,4.207
XME,2030,PDR,3.576
XME,2030,WHT,2.341
XME,2030,GRO,1.655
XME,2030,OSD,2.167
XME,2030,C_B,47.555
XME,2030,OTH_A,6.749
XME,2030,CEREAL,2.249
XME,2031,CROP_FLW,4.206
XME,2031,PDR,3.568
XME,2031,WHT,2.343
XME,2031,GRO,1.660
XME,2031,OSD,2.167
XME,2031,C_B,47.556
XME,2031,OTH_A,6.774
XME,2031,CEREAL,2.253
XME,2032,CROP_FLW,4.206
XME,2032,PDR,3.560
XME,2032,WHT,2.344
XME,2032,GRO,1.665
XME,2032,OSD,2.167
XME,2032,C_B,47.557
XME,2032,OTH_A,6.800
XME,2032,CEREAL,2.257
XME,2033,CROP_FLW,4.205
XME,2033,PDR,3.552
XME,2033,WHT,2.346
XME,2033,GRO,1.670
XME,2033,OSD,2.166
XME,2033,C_B,47.557
XME,2033,OTH_A,6.826
XME,2033,CEREAL,2.262
XME,2034,CROP_FLW,4.205
XME,2034,PDR,3.543
XME,2034,WHT,2.347
XME,2034,GRO,1.674
XME,2034,OSD,2.166
XME,2034,C_B,47.558
XME,2034,OTH_A,6.852
XME,2034,CEREAL,2.266
XME,2035,CROP_FLW,4.205
XME,2035,PDR,3.535
XME,2035,WHT,2.348
XME,2035,GRO,1.679
XME,2035,OSD,2.166
XME,2035,C_B,47.559
XME,2035,OTH_A,6.878
XME,2035,CEREAL,2.271
XME,2036,CROP_FLW,4.204
XME,2036,PDR,3.527
XME,2036,WHT,2.350
XME,2036,GRO,1.684
XME,2036,OSD,2.165
XME,2036,C_B,47.560
XME,2036,OTH_A,6.905
XME,2036,CEREAL,2.275
XME,2037,CROP_FLW,4.204
XME,2037,PDR,3.519
XME,2037,WHT,2.351
XME,2037,GRO,1.689
XME,2037,OSD,2.165
XME,2037,C_B,47.560
XME,2037,OTH_A,6.931
XME,2037,CEREAL,2.280
XME,2038,CROP_FLW,4.204
XME,2038,PDR,3.511
XME,2038,WHT,2.352
XME,2038,GRO,1.694
XME,2038,OSD,2.165
XME,2038,C_B,47.561
XME,2038,OTH_A,6.958
XME,2038,CEREAL,2.284
XME,2039,CROP_FLW,4.203
XME,2039,PDR,3.503
XME,2039,WHT,2.354
XME,2039,GRO,1.699
XME,2039,OSD,2.165
XME,2039,C_B,47.562
XME,2039,OTH_A,6.984
XME,2039,CEREAL,2.289
XME,2040,CROP_FLW,4.203
XME,2040,PDR,3.494
XME,2040,WHT,2.355
XME,2040,GRO,1.703
XME,2040,OSD,2.164
XME,2040,C_B,47.563
XME,2040,OTH_A,7.011
XME,2040,CEREAL,2.293
XME,2041,CROP_FLW,4.202
XME,2041,PDR,3.476
XME,2041,WHT,2.358
XME,2041,GRO,1.710
XME,2041,OSD,2.161
XME,2041,C_B,47.519
XME,2041,OTH_A,7.022
XME,2041,CEREAL,2.298
XME,2042,CROP_FLW,4.201
XME,2042,PDR,3.458
XME,2042,WHT,2.361
XME,2042,GRO,1.716
XME,2042,OSD,2.158
XME,2042,C_B,47.475
XME,2042,OTH_A,7.033
XME,2042,CEREAL,2.302
XME,2043,CROP_FLW,4.201
XME,2043,PDR,3.440
XME,2043,WHT,2.364
XME,2043,GRO,1.722
XME,2043,OSD,2.155
XME,2043,C_B,47.431
XME,2043,OTH_A,7.044
XME,2043,CEREAL,2.307
XME,2044,CROP_FLW,4.200
XME,2044,PDR,3.423
XME,2044,WHT,2.367
XME,2044,GRO,1.728
XME,2044,OSD,2.151
XME,2044,C_B,47.387
XME,2044,OTH_A,7.054
XME,2044,CEREAL,2.311
XME,2045,CROP_FLW,4.199
XME,2045,PDR,3.405
XME,2045,WHT,2.370
XME,2045,GRO,1.734
XME,2045,OSD,2.148
XME,2045,C_B,47.344
XME,2045,OTH_A,7.065
XME,2045,CEREAL,2.316
XME,2046,CROP_FLW,4.198
XME,2046,PDR,3.387
XME,2046,WHT,2.373
XME,2046,GRO,1.740
XME,2046,OSD,2.145
XME,2046,C_B,47.300
XME,2046,OTH_A,7.076
XME,2046,CEREAL,2.321
XME,2047,CROP_FLW,4.198
XME,2047,PDR,3.370
XME,2047,WHT,2.376
XME,2047,GRO,1.746
XME,2047,OSD,2.142
XME,2047,C_B,47.256
XME,2047,OTH_A,7.087
XME,2047,CEREAL,2.325
XME,2048,CROP_FLW,4.197
XME,2048,PDR,3.352
XME,2048,WHT,2.379
XME,2048,GRO,1.753
XME,2048,OSD,2.139
XME,2048,C_B,47.213
XME,2048,OTH_A,7.098
XME,2048,CEREAL,2.330
XME,2049,CROP_FLW,4.196
XME,2049,PDR,3.335
XME,2049,WHT,2.382
XME,2049,GRO,1.759
XME,2049,OSD,2.135
XME,2049,C_B,47.169
XME,2049,OTH_A,7.109
XME,2049,CEREAL,2.335
XME,2050,CROP_FLW,4.195
XME,2050,PDR,3.318
XME,2050,WHT,2.385
XME,2050,GRO,1.765
XME,2050,OSD,2.132
XME,2050,C_B,47.126
XME,2050,OTH_A,7.120
XME,2050,CEREAL,2.339
XME,2051,CROP_FLW,4.196
XME,2051,PDR,3.289
XME,2051,WHT,2.387
XME,2051,GRO,1.767
XME,2051,OSD,2.122
XME,2051,C_B,46.907
XME,2051,OTH_A,7.133
XME,2051,CEREAL,2.341
XME,2052,CROP_FLW,4.198
XME,2052,PDR,3.260
XME,2052,WHT,2.390
XME,2052,GRO,1.770
XME,2052,OSD,2.111
XME,2052,C_B,46.689
XME,2052,OTH_A,7.147
XME,2052,CEREAL,2.342
XME,2053,CROP_FLW,4.199
XME,2053,PDR,3.232
XME,2053,WHT,2.392
XME,2053,GRO,1.772
XME,2053,OSD,2.101
XME,2053,C_B,46.472
XME,2053,OTH_A,7.160
XME,2053,CEREAL,2.343
XME,2054,CROP_FLW,4.200
XME,2054,PDR,3.204
XME,2054,WHT,2.394
XME,2054,GRO,1.774
XME,2054,OSD,2.090
XME,2054,C_B,46.256
XME,2054,OTH_A,7.173
XME,2054,CEREAL,2.345
XME,2055,CROP_FLW,4.201
XME,2055,PDR,3.176
XME,2055,WHT,2.397
XME,2055,GRO,1.776
XME,2055,OSD,2.080
XME,2055,C_B,46.041
XME,2055,OTH_A,7.187
XME,2055,CEREAL,2.346
XME,2056,CROP_FLW,4.202
XME,2056,PDR,3.148
XME,2056,WHT,2.399
XME,2056,GRO,1.779
XME,2056,OSD,2.070
XME,2056,C_B,45.827
XME,2056,OTH_A,7.200
XME,2056,CEREAL,2.348
XME,2057,CROP_FLW,4.203
XME,2057,PDR,3.121
XME,2057,WHT,2.401
XME,2057,GRO,1.781
XME,2057,OSD,2.060
XME,2057,C_B,45.614
XME,2057,OTH_A,7.213
XME,2057,CEREAL,2.349
XME,2058,CROP_FLW,4.204
XME,2058,PDR,3.094
XME,2058,WHT,2.404
XME,2058,GRO,1.783
XME,2058,OSD,2.049
XME,2058,C_B,45.402
XME,2058,OTH_A,7.227
XME,2058,CEREAL,2.350
XME,2059,CROP_FLW,4.205
XME,2059,PDR,3.067
XME,2059,WHT,2.406
XME,2059,GRO,1.785
XME,2059,OSD,2.039
XME,2059,C_B,45.191
XME,2059,OTH_A,7.240
XME,2059,CEREAL,2.352
XME,2060,CROP_FLW,4.206
XME,2060,PDR,3.041
XME,2060,WHT,2.408
XME,2060,GRO,1.788
XME,2060,OSD,2.029
XME,2060,C_B,44.981
XME,2060,OTH_A,7.254
XME,2060,CEREAL,2.353
XME,2061,CROP_FLW,4.209
XME,2061,PDR,3.040
XME,2061,WHT,2.407
XME,2061,GRO,1.784
XME,2061,OSD,2.021
XME,2061,C_B,44.737
XME,2061,OTH_A,7.271
XME,2061,CEREAL,2.352
XME,2062,CROP_FLW,4.212
XME,2062,PDR,3.040
XME,2062,WHT,2.406
XME,2062,GRO,1.780
XME,2062,OSD,2.013
XME,2062,C_B,44.494
XME,2062,OTH_A,7.289
XME,2062,CEREAL,2.351
XME,2063,CROP_FLW,4.215
XME,2063,PDR,3.039
XME,2063,WHT,2.405
XME,2063,GRO,1.776
XME,2063,OSD,2.006
XME,2063,C_B,44.252
XME,2063,OTH_A,7.307
XME,2063,CEREAL,2.350
XME,2064,CROP_FLW,4.218
XME,2064,PDR,3.039
XME,2064,WHT,2.403
XME,2064,GRO,1.773
XME,2064,OSD,1.998
XME,2064,C_B,44.012
XME,2064,OTH_A,7.325
XME,2064,CEREAL,2.349
XME,2065,CROP_FLW,4.221
XME,2065,PDR,3.039
XME,2065,WHT,2.402
XME,2065,GRO,1.769
XME,2065,OSD,1.990
XME,2065,C_B,43.773
XME,2065,OTH_A,7.343
XME,2065,CEREAL,2.348
XME,2066,CROP_FLW,4.224
XME,2066,PDR,3.038
XME,2066,WHT,2.401
XME,2066,GRO,1.765
XME,2066,OSD,1.983
XME,2066,C_B,43.535
XME,2066,OTH_A,7.361
XME,2066,CEREAL,2.347
XME,2067,CROP_FLW,4.227
XME,2067,PDR,3.038
XME,2067,WHT,2.400
XME,2067,GRO,1.762
XME,2067,OSD,1.975
XME,2067,C_B,43.299
XME,2067,OTH_A,7.379
XME,2067,CEREAL,2.346
XME,2068,CROP_FLW,4.230
XME,2068,PDR,3.037
XME,2068,WHT,2.399
XME,2068,GRO,1.758
XME,2068,OSD,1.967
XME,2068,C_B,43.064
XME,2068,OTH_A,7.397
XME,2068,CEREAL,2.345
XME,2069,CROP_FLW,4.232
XME,2069,PDR,3.037
XME,2069,WHT,2.397
XME,2069,GRO,1.754
XME,2069,OSD,1.960
XME,2069,C_B,42.830
XME,2069,OTH_A,7.415
XME,2069,CEREAL,2.343
XME,2070,CROP_FLW,4.235
XME,2070,PDR,3.037
XME,2070,WHT,2.396
XME,2070,GRO,1.750
XME,2070,OSD,1.952
XME,2070,C_B,42.597
XME,2070,OTH_A,7.433
XME,2070,CEREAL,2.342
XME,2071,CROP_FLW,4.231
XME,2071,PDR,3.042
XME,2071,WHT,2.413
XME,2071,GRO,1.758
XME,2071,OSD,1.956
XME,2071,C_B,42.588
XME,2071,OTH_A,7.480
XME,2071,CEREAL,2.355
XME,2072,CROP_FLW,4.227
XME,2072,PDR,3.048
XME,2072,WHT,2.429
XME,2072,GRO,1.765
XME,2072,OSD,1.959
XME,2072,C_B,42.580
XME,2072,OTH_A,7.528
XME,2072,CEREAL,2.367
XME,2073,CROP_FLW,4.222
XME,2073,PDR,3.054
XME,2073,WHT,2.446
XME,2073,GRO,1.772
XME,2073,OSD,1.963
XME,2073,C_B,42.571
XME,2073,OTH_A,7.576
XME,2073,CEREAL,2.380
XME,2074,CROP_FLW,4.218
XME,2074,PDR,3.059
XME,2074,WHT,2.463
XME,2074,GRO,1.780
XME,2074,OSD,1.967
XME,2074,C_B,42.562
XME,2074,OTH_A,7.625
XME,2074,CEREAL,2.392
XME,2075,CROP_FLW,4.213
XME,2075,PDR,3.065
XME,2075,WHT,2.480
XME,2075,GRO,1.787
XME,2075,OSD,1.970
XME,2075,C_B,42.554
XME,2075,OTH_A,7.673
XME,2075,CEREAL,2.405
XME,2076,CROP_FLW,4.209
XME,2076,PDR,3.071
XME,2076,WHT,2.497
XME,2076,GRO,1.795
XME,2076,OSD,1.974
XME,2076,C_B,42.545
XME,2076,OTH_A,7.722
XME,2076,CEREAL,2.417
XME,2077,CROP_FLW,4.204
XME,2077,PDR,3.077
XME,2077,WHT,2.514
XME,2077,GRO,1.802
XME,2077,OSD,1.978
XME,2077,C_B,42.536
XME,2077,OTH_A,7.772
XME,2077,CEREAL,2.430
XME,2078,CROP_FLW,4.200
XME,2078,PDR,3.082
XME,2078,WHT,2.531
XME,2078,GRO,1.810
XME,2078,OSD,1.981
XME,2078,C_B,42.528
XME,2078,OTH_A,7.821
XME,2078,CEREAL,2.443
XME,2079,CROP_FLW,4.195
XME,2079,PDR,3.088
XME,2079,WHT,2.549
XME,2079,GRO,1.817
XME,2079,OSD,1.985
XME,2079,C_B,42.519
XME,2079,OTH_A,7.871
XME,2079,CEREAL,2.456
XME,2080,CROP_FLW,4.191
XME,2080,PDR,3.094
XME,2080,WHT,2.566
XME,2080,GRO,1.825
XME,2080,OSD,1.989
XME,2080,C_B,42.510
XME,2080,OTH_A,7.922
XME,2080,CEREAL,2.469
XME,2081,CROP_FLW,4.192
XME,2081,PDR,3.094
XME,2081,WHT,2.579
XME,2081,GRO,1.836
XME,2081,OSD,1.993
XME,2081,C_B,42.632
XME,2081,OTH_A,7.978
XME,2081,CEREAL,2.479
XME,2082,CROP_FLW,4.194
XME,2082,PDR,3.095
XME,2082,WHT,2.592
XME,2082,GRO,1.847
XME,2082,OSD,1.997
XME,2082,C_B,42.754
XME,2082,OTH_A,8.034
XME,2082,CEREAL,2.490
XME,2083,CROP_FLW,4.195
XME,2083,PDR,3.095
XME,2083,WHT,2.605
XME,2083,GRO,1.859
XME,2083,OSD,2.002
XME,2083,C_B,42.877
XME,2083,OTH_A,8.092
XME,2083,CEREAL,2.500
XME,2084,CROP_FLW,4.196
XME,2084,PDR,3.095
XME,2084,WHT,2.619
XME,2084,GRO,1.870
XME,2084,OSD,2.006
XME,2084,C_B,43.000
XME,2084,OTH_A,8.149
XME,2084,CEREAL,2.511
XME,2085,CROP_FLW,4.198
XME,2085,PDR,3.096
XME,2085,WHT,2.632
XME,2085,GRO,1.882
XME,2085,OSD,2.011
XME,2085,C_B,43.123
XME,2085,OTH_A,8.207
XME,2085,CEREAL,2.522
XME,2086,CROP_FLW,4.199
XME,2086,PDR,3.096
XME,2086,WHT,2.645
XME,2086,GRO,1.894
XME,2086,OSD,2.015
XME,2086,C_B,43.247
XME,2086,OTH_A,8.265
XME,2086,CEREAL,2.532
XME,2087,CROP_FLW,4.200
XME,2087,PDR,3.096
XME,2087,WHT,2.659
XME,2087,GRO,1.905
XME,2087,OSD,2.019
XME,2087,C_B,43.371
XME,2087,OTH_A,8.324
XME,2087,CEREAL,2.543
XME,2088,CROP_FLW,4.202
XME,2088,PDR,3.097
XME,2088,WHT,2.672
XME,2088,GRO,1.917
XME,2088,OSD,2.024
XME,2088,C_B,43.495
XME,2088,OTH_A,8.383
XME,2088,CEREAL,2.554
XME,2089,CROP_FLW,4.203
XME,2089,PDR,3.097
XME,2089,WHT,2.686
XME,2089,GRO,1.929
XME,2089,OSD,2.028
XME,2089,C_B,43.620
XME,2089,OTH_A,8.443
XME,2089,CEREAL,2.565
XME,2090,CROP_FLW,4.204
XME,2090,PDR,3.098
XME,2090,WHT,2.700
XME,2090,GRO,1.941
XME,2090,OSD,2.033
XME,2090,C_B,43.745
XME,2090,OTH_A,8.502
XME,2090,CEREAL,2.576
XME,2091,CROP_FLW,4.204
XME,2091,PDR,3.099
XME,2091,WHT,2.702
XME,2091,GRO,1.949
XME,2091,OSD,2.034
XME,2091,C_B,43.835
XME,2091,OTH_A,8.523
XME,2091,CEREAL,2.581
XME,2092,CROP_FLW,4.204
XME,2092,PDR,3.101
XME,2092,WHT,2.705
XME,2092,GRO,1.957
XME,2092,OSD,2.035
XME,2092,C_B,43.925
XME,2092,OTH_A,8.543
XME,2092,CEREAL,2.586
XME,2093,CROP_FLW,4.204
XME,2093,PDR,3.102
XME,2093,WHT,2.707
XME,2093,GRO,1.966
XME,2093,OSD,2.035
XME,2093,C_B,44.015
XME,2093,OTH_A,8.563
XME,2093,CEREAL,2.591
XME,2094,CROP_FLW,4.204
XME,2094,PDR,3.104
XME,2094,WHT,2.709
XME,2094,GRO,1.974
XME,2094,OSD,2.036
XME,2094,C_B,44.105
XME,2094,OTH_A,8.583
XME,2094,CEREAL,2.596
XME,2095,CROP_FLW,4.204
XME,2095,PDR,3.105
XME,2095,WHT,2.712
XME,2095,GRO,1.982
XME,2095,OSD,2.037
XME,2095,C_B,44.195
XME,2095,OTH_A,8.604
XME,2095,CEREAL,2.601
XME,2096,CROP_FLW,4.204
XME,2096,PDR,3.107
XME,2096,WHT,2.714
XME,2096,GRO,1.990
XME,2096,OSD,2.038
XME,2096,C_B,44.286
XME,2096,OTH_A,8.624
XME,2096,CEREAL,2.606
XME,2097,CROP_FLW,4.204
XME,2097,PDR,3.108
XME,2097,WHT,2.716
XME,2097,GRO,1.999
XME,2097,OSD,2.039
XME,2097,C_B,44.377
XME,2097,OTH_A,8.645
XME,2097,CEREAL,2.611
XME,2098,CROP_FLW,4.204
XME,2098,PDR,3.110
XME,2098,WHT,2.719
XME,2098,GRO,2.007
