region,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
XER,0.801473058514938,0.800802146113296,0.80315342966092,0.798772666019016,0.797529312946624,0.796744238217551,0.795857334048798,0.796141078425132,0.796082976573939,0.795158325634595,0.792451069501298
CAN,0.918506059975915,0.9170264126591,0.915591288265415,0.914069763898854,0.914201078663427,0.913489428714892,0.912339738234845,0.91185863574811,0.9120165662177,0.91200876759699,0.911848828232382
CIS,0.868694126820269,0.86778096719843,0.865915111393049,0.863575825659244,0.863912168155204,0.865324554769631,0.866503778531323,0.867414611621318,0.868484683880716,0.867760083223244,0.867820135628986
USA,0.748067670983753,0.751303297430815,0.74965921332429,0.75233587324182,0.748677273275694,0.745742140679889,0.743576868444808,0.737397581548227,0.731594092547242,0.730498976767671,0.730625099360814
XE25,0.795329042678605,0.797416257782483,0.800784693210495,0.800228495068746,0.801009683268881,0.803056367426136,0.80348644937296,0.804786322930593,0.806316767474525,0.807735797613762,0.808366341767581
CHN,0.734793578065215,0.72880946160984,0.729875940858799,0.732474031117348,0.734170454230628,0.73912380163534,0.744474099095815,0.751932720454482,0.756747081655284,0.750077007429134,0.73352436588279
XSE,0.793063384147365,0.785159156060623,0.778030354706605,0.769408114023968,0.764003255911906,0.762348326728521,0.761031670940455,0.761473314914491,0.760334948674335,0.758475343268902,0.757443684878967
JPN,0.833588851177025,0.834602075872085,0.833570699931263,0.835610811931264,0.838400210015648,0.837959369574049,0.837119336399835,0.836634448607163,0.835172771881688,0.832360285179392,0.830683147685055
TUR,0.821405557103872,0.82674701641107,0.829266707679905,0.827533656994753,0.82560546673557,0.824918303480551,0.824691778306635,0.825047470569456,0.825780676428561,0.826847741188345,0.828115306342286
XME,0.832137022594555,0.834384433173975,0.832094959488869,0.820780279581691,0.812094001865592,0.806070741303473,0.803842056218274,0.803362665436344,0.801869145663874,0.798820925559129,0.791952713591993
XSA,0.83768234983135,0.832710948726577,0.829535569358465,0.820410720822929,0.815542697390441,0.814166395897798,0.813151385901687,0.812886696583474,0.813841839261551,0.815564871930163,0.816932689004096
XNF,0.764136804315834,0.763821347579907,0.761346411245527,0.756384328723727,0.752891989085213,0.75054562517172,0.749590646914115,0.749651718193213,0.749924599234542,0.750622040716583,0.750978629600984
IND,0.747064141585947,0.745654072028163,0.738450629580873,0.721326244827315,0.710784286696199,0.706135554776453,0.701722075967913,0.698919697949833,0.697399785411199,0.697481684529957,0.697871595681541
XLM,0.820474733913074,0.818937350167234,0.811160434460188,0.803402058667796,0.797074315966833,0.797054684801587,0.797727480416327,0.79846232392135,0.799518259514728,0.801928371333865,0.80509970586541
XAF,0.79446802416572,0.791086799526257,0.781132937202829,0.755049113150614,0.728570899650965,0.713434407604693,0.702758295700058,0.693939297911151,0.687891665773861,0.687311216162754,0.68902717952147
BRA,0.796356107513202,0.794707422450965,0.785731060171152,0.770153876739551,0.755467107881494,0.754594113924379,0.767201657126732,0.78451453435902,0.800693405222008,0.821784867254335,0.843346136501877
XOC,0.785053728435533,0.785319274260078,0.775628485533183,0.755230208593472,0.750755619245832,0.748874572955159,0.747377583377858,0.744761543991641,0.741374845865985,0.738381011396801,0.73745042556285
R5REF,0.86240924357699,0.861518733037252,0.860047161778702,0.857517006565735,0.857705654262173,0.858912587611371,0.859898637221924,0.860750840191216,0.86171543298202,0.860972128476246,0.86077344933391
R5OECD90+EU,0.813916023877804,0.815015299629064,0.812500481085611,0.808145559605296,0.806183253872754,0.804978200956196,0.803721161510779,0.801345478534976,0.799114369164379,0.798310921178246,0.798198727901968
R5ASIA,0.771522645229544,0.765511264497019,0.76134865435815,0.754932379009481,0.751041149591305,0.751051585530777,0.751405127761107,0.753511692560998,0.754404559684781,0.751648296770915,0.746118575444736
R5MAF,0.794095417028146,0.791039976535069,0.781695623536379,0.757123191976404,0.732342259136216,0.718126167630625,0.708196045807216,0.700077519767489,0.694486268590344,0.693894625055208,0.695280229941302
R5LAM,0.809060515928611,0.807470458474649,0.799125900795987,0.787667248988996,0.777383570111859,0.776960082244131,0.783281035772013,0.791861487380066,0.800074401023121,0.81132552227796,0.823199952918227
World,0.817739605856138,0.815867321097875,0.810765414656609,0.800959722687625,0.792686625453026,0.789670916302198,0.789070134637698,0.789400681429941,0.789980881646935,0.791757079215566,0.793872275924153
