variable,basin,year,area
basin_forest,PNG_SEPI,2005,7344.000920849577
basin_forest,IDN_JATI,2005,5820.4231142898425
basin_forest,AGO_CONG,2005,6917.448078744159
basin_forest,PNG_FLYY,2005,2442.1833028627357
basin_forest,AGO_ANGC,2005,2959.6356832177257
basin_forest,SLB_SOLI,2005,318.0561767264668
basin_forest,ZMB_CONG,2005,1807.9448218895336
basin_forest,TLS_JATI,2005,691.5098612356203
basin_forest,TUV_TUVA,2005,0.0
basin_forest,BRA_UBSA,2005,15302.333284349033
basin_forest,ZMB_ZAMB,2005,5399.4508451321535
basin_forest,BOL_AMAZ,2005,28639.271877759063
basin_forest,MWI_ZAMB,2005,1.2529632398716035
basin_forest,MOZ_AECC,2005,919.5023566754994
basin_forest,AUS_AUNC,2005,3347.303760290625
basin_forest,SLB_SPII,2005,75.00418138751283
basin_forest,AGO_ZAMB,2005,1965.27114903814
basin_forest,COM_MADA,2005,0.0
basin_forest,MDG_MADA,2005,11740.203943179778
basin_forest,AGO_ASII,2005,901.8746470258725
basin_forest,MOZ_ZAMB,2005,38.570199199155
basin_forest,FJI_SPII,2005,812.8182310025919
basin_forest,VUT_SPII,2005,191.1549820759802
basin_forest,BRA_LAPL,2005,18752.970531642044
basin_forest,MWI_AECC,2005,25.40829589190772
basin_forest,BOL_LPUN,2005,30.17542720576187
basin_forest,ZWE_ZAMB,2005,228.99329256153644
basin_forest,BOL_LAPL,2005,89.31167886181268
basin_forest,NAM_NAMC,2005,3422.2667780005104
basin_forest,AUS_AINT,2005,238.43057245437527
basin_forest,NAM_ASII,2005,1525.8690954919227
basin_forest,AUS_AEAC,2005,9981.896550876061
basin_forest,CHL_NCHI,2005,152.23141483998182
basin_forest,ZWE_AIOC,2005,185.00645551766823
basin_forest,MOZ_AIOC,2005,113.41615296683842
basin_forest,CHL_LPUN,2005,73.38324629860381
basin_forest,BWA_ASII,2005,7773.333049175209
basin_forest,BWA_ORAN,2005,3215.4693620052776
basin_forest,PRY_LAPL,2005,4088.1576184297687
basin_forest,ZWE_ASII,2005,133.22836927835084
basin_forest,AUS_AWEC,2005,1395.428092375952
basin_forest,NCL_SPII,2005,0.0
basin_forest,ZWE_LIMP,2005,82.71436552007945
basin_forest,BWA_LIMP,2005,1804.817312086383
