region,year,type,region_value,basin_value,diff_region-basin,area,diff/area
BDI_NILE,2005,GL,111.751,58.538,53.213,1347.936,0.039
TZA_CONG,2005,GL,1671.316,8975.815,-7304.499,16395.698,-0.446
PNG_SEPI,2005,GL,38.996,47.234,-8.238,7702.999,-0.001
IDN_JATI,2005,GL,4163.240,5037.149,-873.908,20175.474,-0.043
AGO_CONG,2005,GL,3619.888,8360.786,-4740.899,30296.561,-0.156
AGO_ANGC,2005,GL,11163.144,19571.608,-8408.464,48626.611,-0.173
SLB_SOLI,2005,GL,5.361,2017.016,-2011.655,2160.195,-0.931
ZMB_CONG,2005,GL,3563.261,8555.857,-4992.596,17676.266,-0.282
TLS_JATI,2005,GL,179.045,470.132,-291.087,1503.074,-0.194
BRA_UBSA,2005,GL,28729.309,21763.956,6965.353,79015.913,0.088
ZMB_ZAMB,2005,GL,10602.910,33576.683,-22973.774,57794.948,-0.398
BOL_AMAZ,2005,GL,11412.907,19948.923,-8536.016,71622.445,-0.119
MWI_ZAMB,2005,GL,1352.697,3297.115,-1944.417,11180.124,-0.174
MOZ_AECC,2005,GL,9433.151,12022.319,-2589.168,36552.309,-0.071
AUS_AUNC,2005,GL,90225.742,67777.132,22448.610,168767.757,0.133
SLB_SPII,2005,GL,0.000,401.021,-401.021,431.138,-0.930
AGO_ZAMB,2005,GL,6121.262,12108.899,-5987.637,25466.101,-0.235
COM_MADA,2005,GL,0.748,154.863,-154.115,156.651,-0.984
MDG_MADA,2005,GL,32709.888,6844.331,25865.557,59206.898,0.437
AGO_ASII,2005,GL,5388.837,6871.213,-1482.377,20460.847,-0.072
MOZ_ZAMB,2005,GL,4432.280,2923.634,1508.646,15820.701,0.095
FJI_SPII,2005,GL,158.023,809.690,-651.667,1734.324,-0.376
VUT_SPII,2005,GL,21.600,1042.256,-1020.656,1123.995,-0.908
BRA_LAPL,2005,GL,46642.860,5436.167,41206.693,141849.916,0.290
MWI_AECC,2005,GL,57.750,56.328,1.422,800.728,0.002
BOL_LPUN,2005,GL,8425.542,1996.940,6428.601,15286.927,0.421
ZWE_ZAMB,2005,GL,5286.415,10641.852,-5355.438,21250.791,-0.252
BOL_LAPL,2005,GL,6048.760,12073.287,-6024.527,22133.395,-0.272
NAM_NAMC,2005,GL,5412.215,16251.920,-10839.704,27526.204,-0.394
AUS_AINT,2005,GL,99320.324,199854.113,-100533.788,305459.066,-0.329
NAM_ASII,2005,GL,11906.799,7927.683,3979.116,30705.137,0.130
AUS_AEAC,2005,GL,21578.053,24724.340,-3146.287,79897.870,-0.039
CHL_NCHI,2005,GL,5275.412,18962.454,-13687.042,26604.498,-0.514
ZWE_AIOC,2005,GL,2132.136,3500.115,-1367.979,8942.306,-0.153
MOZ_AIOC,2005,GL,3227.457,5811.385,-2583.928,15424.007,-0.168
CHL_LPUN,2005,GL,529.163,3638.342,-3109.179,6318.868,-0.492
BWA_ASII,2005,GL,9764.871,8225.188,1539.683,34631.650,0.044
BWA_ORAN,2005,GL,3824.140,3790.659,33.480,15326.708,0.002
PRY_LAPL,2005,GL,11564.123,13866.077,-2301.955,40086.756,-0.057
ZWE_ASII,2005,GL,121.568,1490.999,-1369.431,2570.627,-0.533
AUS_AWEC,2005,GL,46493.178,14879.339,31613.840,73711.903,0.429
ZWE_LIMP,2005,GL,1170.606,3539.419,-2368.813,6288.494,-0.377
BWA_LIMP,2005,GL,1887.684,1778.599,109.085,8090.474,0.013
NAM_ORAN,2005,GL,12663.068,9808.567,2854.500,24213.193,0.118
MOZ_LIMP,2005,GL,3226.256,4403.029,-1176.772,11240.950,-0.105
ARG_LAPL,2005,GL,14459.175,46358.746,-31899.571,92805.167,-0.344
ZAF_LIMP,2005,GL,9081.237,5868.045,3213.192,18338.335,0.175
ZAF_SASC,2005,GL,19393.168,8734.998,10658.170,35794.136,0.298
ZAF_ORAN,2005,GL,34841.093,8634.277,26206.816,57809.045,0.453
AUS_MRDA,2005,GL,42208.466,23661.555,18546.911,92910.764,0.200
ARG_SGRN,2005,GL,12870.990,10806.554,2064.436,30720.264,0.067
SWZ_SASC,2005,GL,446.217,310.384,135.833,1713.839,0.079
ARG_SACC,2005,GL,16828.659,9851.158,6977.502,37537.518,0.186
AUS_ASCO,2005,GL,12012.933,30709.900,-18696.967,48816.736,-0.383
ZAF_SAWC,2005,GL,7014.979,1588.638,5426.341,10151.706,0.535
LSO_ORAN,2005,GL,735.724,353.678,382.046,3014.536,0.127
URY_LAPL,2005,GL,9363.229,639.641,8723.588,13908.538,0.627
URY_UBSA,2005,GL,2660.143,96.187,2563.956,3807.556,0.673
ARG_PAMP,2005,GL,5006.965,3059.654,1947.312,17558.019,0.111
CHL_SCPA,2005,GL,6574.090,14255.647,-7681.557,39825.862,-0.193
ARG_NASA,2005,GL,4566.620,5056.070,-489.450,22300.873,-0.022
NZL_NZLZ,2005,GL,10393.565,3470.143,6923.422,26261.458,0.264
ARG_NEGR,2005,GL,9581.280,8662.783,918.497,28294.956,0.032
ARG_SASS,2005,GL,15324.556,26515.362,-11190.806,49137.835,-0.228
CAN_NWTT,2050,GL,453.148,204379.538,-203926.390,296949.745,-0.687
RUS_SNCO,2050,GL,10241.359,108284.125,-98042.766,286401.046,-0.342
NOR_SNCC,2050,GL,106.342,3934.511,-3828.168,35255.967,-0.109
RUS_SWCO,2050,GL,960.123,211150.709,-210190.587,300613.284,-0.699
RUS_LENA,2050,GL,582.753,115331.623,-114748.870,240158.124,-0.478
RUS_YENS,2050,GL,5903.523,33689.196,-27785.673,223541.776,-0.124
USA_PACA,2050,GL,210.453,40819.464,-40609.011,153635.382,-0.264
CAN_PACA,2050,GL,964.152,15072.818,-14108.666,68342.048,-0.206
SWE_SWED,2050,GL,250.080,7171.346,-6921.266,44167.920,-0.157
NOR_SWED,2050,GL,0.681,0.042,0.640,1816.664,0.000
CAN_MACK,2050,GL,1353.758,26658.080,-25304.322,198669.441,-0.127
FIN_SWED,2050,GL,0.001,449.727,-449.726,2359.611,-0.191
FIN_FINL,2050,GL,17.785,11382.175,-11364.390,27470.424,-0.414
RUS_VOLG,2050,GL,38496.409,49696.173,-11199.764,298250.629,-0.038
RUS_OBBB,2050,GL,16097.462,15103.647,993.816,220199.801,0.005
ISL_ICEL,2050,GL,1298.933,1448.865,-149.932,10093.170,-0.015
CAN_HBCO,2050,GL,1595.621,3334.862,-1739.240,172460.716,-0.010
GBR_SCTD,2050,GL,2280.561,1819.302,461.259,7894.509,0.058
CAN_AOSB,2050,GL,842.975,4553.741,-3710.766,56744.915,-0.065
EST_BSCC,2050,GL,55.256,1648.939,-1593.683,2787.448,-0.572
EST_NARV,2050,GL,33.483,535.521,-502.038,1713.360,-0.293
LVA_BSCC,2050,GL,139.844,1928.319,-1788.474,3762.269,-0.475
DNK_DGCO,2050,GL,160.009,1263.514,-1103.505,4190.516,-0.263
LVA_DAUG,2050,GL,142.819,969.581,-826.762,2647.862,-0.312
CAN_SNEL,2050,GL,5781.759,15947.897,-10166.137,110855.313,-0.092
LTU_BSCC,2050,GL,9.194,289.267,-280.074,1903.127,-0.147
LTU_NEMA,2050,GL,213.655,1635.383,-1421.728,4555.188,-0.312
BLR_DAUG,2050,GL,145.705,640.534,-494.829,3315.344,-0.149
IRL_IREL,2050,GL,2451.809,478.684,1973.125,6913.157,0.285
GBR_IREL,2050,GL,263.092,58.020,205.071,1418.074,0.145
GBR_EAWC,2050,GL,3674.861,3388.134,286.727,14903.241,0.019
BLR_NEMA,2050,GL,601.438,2105.229,-1503.791,5474.736,-0.275
BLR_DNIP,2050,GL,1173.867,5096.685,-3922.818,11872.176,-0.330
RUS_AMUR,2050,GL,10779.868,3662.581,7117.287,111188.081,0.064
DEU_DGCO,2050,GL,184.902,1002.634,-817.731,3105.183,-0.263
POL_PLCO,2050,GL,80.352,1013.036,-932.684,3187.061,-0.293
KAZ_OBBB,2050,GL,26467.136,5638.423,20828.712,69281.914,0.301
POL_WISL,2050,GL,1174.847,7425.524,-6250.677,17125.975,-0.365
NLD_RHIN,2050,GL,354.708,651.234,-296.526,2561.436,-0.116
DEU_EWES,2050,GL,448.137,1907.945,-1459.808,6394.587,-0.228
DEU_ELBE,2050,GL,473.140,3912.580,-3439.440,9504.332,-0.362
POL_ODER,2050,GL,497.062,4860.847,-4363.785,10870.770,-0.401
CAN_STLA,2050,GL,602.154,3350.278,-2748.124,81863.831,-0.034
CHN_AMUR,2050,GL,25741.242,22142.214,3599.028,123541.646,0.029
UKR_DNIP,2050,GL,2994.311,6582.404,-3588.093,29183.423,-0.123
NLD_SCHE,2050,GL,45.644,45.867,-0.223,337.554,-0.001
DEU_RHIN,2050,GL,441.011,3016.526,-2575.515,11022.165,-0.234
UKR_DNIE,2050,GL,461.497,1332.753,-871.256,6731.247,-0.129
KAZ_SYRD,2050,GL,70798.980,18875.149,51923.831,101876.292,0.510
FRA_FWCX,2050,GL,1034.381,3034.094,-1999.713,11558.760,-0.173
NLD_MAAS,2050,GL,24.749,40.346,-15.597,616.561,-0.025
KAZ_CSPC,2050,GL,28701.554,9769.340,18932.214,43505.628,0.435
MNG_YENS,2050,GL,19841.724,72.202,19769.522,32632.978,0.606
BEL_SCHE,2050,GL,97.510,415.466,-317.956,1641.859,-0.194
FRA_SEIN,2050,GL,675.390,1347.649,-672.259,8453.518,-0.080
BEL_MAAS,2050,GL,31.004,281.339,-250.335,1407.712,-0.178
LUX_RHIN,2050,GL,41.222,0.047,41.175,260.602,0.158
CZE_ELBE,2050,GL,193.318,1251.074,-1057.756,4963.341,-0.213
UKR_DONN,2050,GL,638.265,659.288,-21.023,5355.506,-0.004
MNG_GOBI,2050,GL,70824.150,15853.315,54970.835,104612.351,0.525
CZE_ODER,2050,GL,13.452,127.120,-113.668,687.774,-0.165
SVK_DANU,2050,GL,312.627,284.547,28.080,4833.896,0.006
MNG_AMUR,2050,GL,9299.354,725.390,8573.964,18806.878,0.456
USA_MSMM,2050,GL,83974.625,63324.535,20650.090,387646.284,0.053
FRA_RHON,2050,GL,928.271,2797.011,-1868.740,15201.316,-0.123
DEU_DANU,2050,GL,310.447,1365.933,-1055.487,5572.723,-0.189
CZE_DANU,2050,GL,45.067,126.672,-81.605,2196.619,-0.037
UKR_BSNC,2050,GL,1240.573,2520.827,-1280.253,15290.275,-0.084
USA_COLU,2050,GL,26192.395,47796.953,-21604.558,107095.445,-0.202
FRA_LOIR,2050,GL,1198.519,3411.469,-2212.950,11669.126,-0.190
UKR_DANU,2050,GL,204.015,442.128,-238.113,3093.241,-0.077
KAZ_LKBH,2050,GL,24852.319,6828.287,18024.032,40946.543,0.440
CHN_GOBI,2050,GL,23810.179,83380.479,-59570.300,119572.761,-0.498
AUT_DANU,2050,GL,329.135,1019.566,-690.431,8376.130,-0.082
HUN_DANU,2050,GL,350.730,2663.315,-2312.585,9293.363,-0.249
ROU_DANU,2050,GL,3152.400,5554.997,-2402.597,23574.561,-0.102
MDA_DNIE,2050,GL,45.382,168.170,-122.788,1866.686,-0.066
USA_GMAN,2050,GL,7073.038,2069.468,5003.570,110096.545,0.045
ITA_IECO,2050,GL,682.937,1964.809,-1281.872,9440.419,-0.136
ITA_POOO,2050,GL,475.037,4.688,470.349,6991.595,0.067
SRB_DANU,2050,GL,701.464,2009.685,-1308.221,7742.568,-0.169
FRA_GIRD,2050,GL,666.717,1596.073,-929.356,8019.055,-0.116
HRV_DANU,2050,GL,85.896,1080.095,-994.199,3218.540,-0.309
KAZ_CSEC,2050,GL,6790.190,5494.042,1296.148,15330.315,0.085
UZB_CSEC,2050,GL,2003.875,4095.098,-2091.223,7657.002,-0.273
JPN_JAPN,2050,GL,185.658,7260.961,-7075.303,37037.503,-0.191
HRV_AGBS,2050,GL,122.303,536.411,-414.108,2248.184,-0.184
UZB_AMDA,2050,GL,14346.317,7182.527,7163.789,30744.842,0.233
BIH_DANU,2050,GL,221.324,719.100,-497.775,3787.099,-0.131
CHN_TARI,2050,GL,58253.004,91883.908,-33630.904,208933.041,-0.161
ITA_IWCO,2050,GL,405.298,3804.165,-3398.867,6821.710,-0.498
ESP_SPAC,2050,GL,235.766,895.314,-659.548,5361.704,-0.123
ITA_TIBE,2050,GL,117.191,673.081,-555.890,1780.526,-0.312
MNE_DANU,2050,GL,25.530,262.732,-237.202,662.142,-0.358
BGR_DANU,2050,GL,378.460,771.075,-392.615,4847.823,-0.081
USA_NACC,2050,GL,45456.778,59260.073,-13803.295,104941.702,-0.132
BGR_AGBS,2050,GL,355.158,1211.163,-856.005,6406.791,-0.134
KGZ_SYRD,2050,GL,4834.945,3488.443,1346.502,15238.342,0.088
PRK_RSEC,2050,GL,27.408,7.144,20.264,nan,nan
ESP_DOUR,2050,GL,563.469,2623.053,-2059.584,7894.420,-0.261
ESP_EBRO,2050,GL,744.707,3444.323,-2699.616,9040.425,-0.299
MNE_AGBS,2050,GL,77.346,361.197,-283.851,707.567,-0.401
GEO_BSSC,2050,GL,326.268,166.967,159.301,3215.175,0.050
KGZ_LKBH,2050,GL,316.946,359.416,-42.470,2243.223,-0.019
CHN_HHEE,2050,GL,36122.509,37601.416,-1478.907,117280.575,-0.013
PRT_SPAC,2050,GL,249.532,1161.933,-912.401,3889.648,-0.235
TUR_BSSC,2050,GL,3041.852,13901.912,-10860.060,30908.002,-0.351
GEO_CSSW,2050,GL,758.299,263.870,494.429,3718.579,0.133
TKM_CSEC,2050,GL,24433.424,7994.028,16439.396,41173.359,0.399
UZB_SYRD,2050,GL,2495.028,794.224,1700.804,6317.712,0.269
KGZ_TARI,2050,GL,749.665,648.957,100.707,2390.142,0.042
PRT_DOUR,2050,GL,126.773,358.785,-232.011,1826.570,-0.127
ESP_SSEC,2050,GL,1653.000,6426.895,-4773.895,11397.292,-0.419
ALB_AGBS,2050,GL,207.145,208.192,-1.047,2820.242,-0.000
MKD_AGBS,2050,GL,366.046,753.200,-387.153,2535.199,-0.153
GRC_AGBS,2050,GL,2637.791,6444.328,-3806.537,13009.746,-0.293
TUR_CSSW,2050,GL,427.659,1371.141,-943.482,4559.831,-0.207
PRK_BHKN,2050,GL,50.209,3.510,46.699,nan,nan
PRK_NSKU,2050,GL,38.452,763.516,-725.064,nan,nan
ESP_TAGU,2050,GL,741.914,2803.184,-2061.271,5591.656,-0.369
ITA_MSII,2050,GL,1051.676,3443.021,-2391.345,4966.328,-0.482
AZE_CSSW,2050,GL,1760.916,2726.890,-965.974,8561.220,-0.113
PRT_TAGU,2050,GL,186.877,710.685,-523.808,1681.707,-0.311
ARM_CSSW,2050,GL,293.431,641.860,-348.429,2955.944,-0.118
TUR_MSEC,2050,GL,3559.482,12024.415,-8464.933,24802.203,-0.341
TUR_TIEU,2050,GL,4570.478,6827.107,-2256.629,17588.824,-0.128
TJK_SYRD,2050,GL,77.688,206.829,-129.141,1316.022,-0.098
ESP_GUAD,2050,GL,388.085,1986.374,-1598.289,5580.615,-0.286
IRN_CSSW,2050,GL,3379.522,3180.766,198.756,17573.361,0.011
PRT_GUAD,2050,GL,69.225,739.489,-670.263,1446.334,-0.463
TJK_AMDA,2050,GL,3072.711,2575.285,497.426,12895.884,0.039
ESP_GUDA,2050,GL,491.242,2129.414,-1638.172,5702.976,-0.287
TKM_AMDA,2050,GL,1652.199,309.400,1342.799,5775.390,0.233
IRN_TIEU,2050,GL,4362.574,3671.858,690.715,16588.178,0.042
KOR_NSKU,2050,GL,59.572,1167.742,-1108.170,9767.452,-0.113
USA_GFCO,2050,GL,35647.499,17391.922,18255.578,78315.948,0.233
IRN_CSEC,2050,GL,1778.118,6833.872,-5055.754,13677.110,-0.370
AFG_AMDA,2050,GL,4532.551,4194.913,337.637,16689.962,0.020
CHN_CHIN,2050,GL,9897.791,5435.749,4462.042,67599.796,0.066
DZA_MSCC,2050,GL,5645.915,2294.195,3351.720,15532.655,0.216
TUN_MSCC,2050,GL,4049.042,686.082,3362.961,8506.868,0.395
IRQ_TIEU,2050,GL,4033.966,25743.816,-21709.849,43760.393,-0.496
IRN_CIRA,2050,GL,5290.419,60554.354,-55263.935,86394.057,-0.640
PAK_INDU,2050,GL,3672.375,21103.719,-17431.344,52640.742,-0.331
MLT_MSII,2050,GL,0.000,26.810,-26.810,29.389,-0.912
MAR_MSCC,2050,GL,5325.623,292.005,5033.618,6774.106,0.743
DZA_ANIN,2050,GL,31239.729,140480.411,-109240.682,190457.326,-0.574
AFG_CSEC,2050,GL,2719.436,2975.884,-256.449,9852.264,-0.026
AFG_INDU,2050,GL,2846.940,1020.502,1826.439,7075.002,0.258
CHN_YANG,2050,GL,74494.137,32437.598,42056.539,300721.524,0.140
MAR_ANWC,2050,GL,12965.053,3212.954,9752.098,27046.337,0.361
CYP_MSEC,2050,GL,0.503,422.190,-421.688,889.988,-0.474
IND_INDU,2050,GL,1555.468,9733.769,-8178.301,18706.257,-0.437
TUN_ANIN,2050,GL,2298.093,3044.343,-746.250,7131.669,-0.105
AFG_HELM,2050,GL,8275.128,10536.943,-2261.815,25327.937,-0.089
LBN_MSEC,2050,GL,112.379,98.355,14.024,925.946,0.015
AFG_FARA,2050,GL,1924.494,1377.637,546.858,5294.105,0.103
MAR_ANIN,2050,GL,4486.479,860.877,3625.602,7525.674,0.482
LBY_MSCC,2050,GL,8129.176,11324.395,-3195.220,23922.793,-0.134
ISR_MSEC,2050,GL,1.790,469.803,-468.013,1113.957,-0.420
JOR_EJSS,2050,GL,39.579,4231.390,-4191.811,5719.888,-0.733
MEX_BJCA,2050,GL,9472.700,4366.440,5106.260,14177.189,0.360
MEX_MNCW,2050,GL,16693.516,16014.042,679.474,44789.277,0.015
LBY_ANIN,2050,GL,9530.517,124643.747,-115113.230,138659.528,-0.830
SAU_RSEE,2050,GL,28474.867,5265.869,23208.999,35701.101,0.650
SAU_ARPA,2050,GL,95324.929,43429.003,51895.926,156779.303,0.331
EGY_ANIN,2050,GL,0.000,59125.359,-59125.359,61515.713,-0.961
EGY_NILE,2050,GL,0.000,18274.155,-18274.155,25596.612,-0.714
EGY_ARGA,2050,GL,0.000,11333.861,-11333.861,13123.385,-0.864
JOR_DEAS,2050,GL,233.049,473.180,-240.131,2160.704,-0.111
IND_GABR,2050,GL,2866.500,22390.280,-19523.780,127987.365,-0.153
MEX_RGBV,2050,GL,15119.856,4989.628,10130.228,23384.773,0.433
IRN_PGCO,2050,GL,2499.336,19017.777,-16518.441,27969.250,-0.591
IND_SABA,2050,GL,1299.024,16032.005,-14732.981,44873.603,-0.328
JOR_SIPE,2050,GL,2.114,522.300,-520.186,1012.596,-0.514
KWT_TIEU,2050,GL,12.718,20.491,-7.773,262.721,-0.030
PAK_HAMU,2050,GL,393.866,9455.515,-9061.649,11718.494,-0.773
NPL_GABR,2050,GL,1659.985,83.430,1576.555,14730.131,0.107
ISR_DEAS,2050,GL,0.014,276.253,-276.239,948.167,-0.291
PAK_SABA,2050,GL,82.817,4577.951,-4495.133,11388.542,-0.395
KWT_ARPA,2050,GL,17.671,989.023,-971.352,1479.729,-0.656
MMR_IRRA,2050,GL,3731.655,1284.277,2447.377,36453.558,0.067
MEX_MCIN,2050,GL,14493.371,4578.614,9914.757,24022.058,0.413
MMR_SALW,2050,GL,966.700,1302.771,-336.071,13011.861,-0.026
MRT_ANIN,2050,GL,7140.726,41098.759,-33958.033,56354.945,-0.603
PAK_ASAC,2050,GL,528.656,9168.487,-8639.832,11572.961,-0.747
BHS_CARI,2050,GL,2.114,634.722,-632.608,1167.431,-0.542
BHR_ARPA,2050,GL,0.585,42.770,-42.185,56.352,-0.749
QAT_ARPA,2050,GL,15.391,876.484,-861.093,1108.894,-0.777
OMN_ARPA,2050,GL,885.622,27136.664,-26251.042,31124.736,-0.843
MEX_RIVE,2050,GL,6492.906,2988.473,3504.432,18170.861,0.193
MRT_ANWC,2050,GL,15574.056,22041.947,-6467.891,27794.529,-0.233
ARE_ARPA,2050,GL,42.035,5689.566,-5647.531,7092.060,-0.796
BGD_GABR,2050,GL,430.994,707.370,-276.375,11956.386,-0.023
DZA_NIGE,2050,GL,0.727,22779.987,-22779.260,25213.063,-0.903
MLI_ANIN,2050,GL,99.903,39673.109,-39573.206,50807.077,-0.779
NER_LCHA,2050,GL,8095.102,48606.141,-40511.040,69067.726,-0.587
IND_GODA,2050,GL,1512.249,16639.344,-15127.095,53045.103,-0.285
MEX_RLER,2050,GL,5924.404,5685.767,238.636,13115.645,0.018
TCD_LCHA,2050,GL,57715.140,53371.118,4344.023,115635.768,0.038
TCD_ANIN,2050,GL,309.435,7485.128,-7175.693,11438.277,-0.627
MMR_BBCN,2050,GL,281.782,487.091,-205.308,5401.920,-0.038
VNM_HRIV,2050,GL,289.177,387.051,-97.874,10369.393,-0.009
HKG_CHIN,2050,GL,3.330,50.802,-47.472,100.929,-0.470
SDN_NILE,2050,GL,60830.096,31298.048,29532.048,134623.324,0.219
BGD_BBCN,2050,GL,18.638,112.268,-93.630,1705.599,-0.055
LAO_MEKO,2050,GL,453.506,198.121,255.385,20755.387,0.012
VNM_MEKO,2050,GL,159.343,578.967,-419.625,6828.536,-0.061
MAC_XJIA,2050,GL,0.673,0.303,0.370,2.207,0.168
MEX_RIBA,2050,GL,7117.050,12318.067,-5201.018,35866.093,-0.145
MEX_YUPA,2050,GL,1577.963,10594.714,-9016.751,22128.462,-0.407
NER_NIGE,2050,GL,22535.202,18205.247,4329.955,49446.046,0.088
SDN_ANIN,2050,GL,1190.391,17028.783,-15838.393,31310.518,-0.506
SDN_ARGA,2050,GL,1873.688,3585.222,-1711.534,9562.165,-0.179
VNM_VNCO,2050,GL,399.409,1331.566,-932.157,15694.099,-0.059
IND_KRIS,2050,GL,2124.844,11835.116,-9710.272,64108.838,-0.151
MMR_SITT,2050,GL,855.253,175.463,679.790,5892.945,0.115
PHL_PHIL,2050,GL,1708.825,6944.925,-5236.100,28912.620,-0.181
HTI_CARI,2050,GL,717.927,607.406,110.521,2679.055,0.041
MLI_NIGE,2050,GL,30084.593,21445.108,8639.485,57541.671,0.150
THA_MEKO,2050,GL,640.335,4880.446,-4240.111,18765.422,-0.226
DOM_CARI,2050,GL,1329.664,995.988,333.676,4836.267,0.069
MRT_SENE,2050,GL,16357.831,3605.460,12752.372,19743.151,0.646
SDN_LCHA,2050,GL,4567.653,895.214,3672.439,9792.472,0.375
THA_CHAO,2050,GL,201.302,8283.987,-8082.684,17740.355,-0.456
JAM_CARI,2050,GL,237.109,182.461,54.648,1094.390,0.050
YEM_ARPA,2050,GL,4458.157,11476.728,-7018.571,nan,nan
BLZ_YUPA,2050,GL,29.473,632.362,-602.889,2212.985,-0.272
ATG_CARI,2050,GL,4.262,43.248,-38.986,41.021,-0.950
YEM_RSEE,2050,GL,19207.059,5329.895,13877.164,nan,nan
GTM_GRIJ,2050,GL,286.402,55.037,231.365,4834.853,0.048
GTM_YUPA,2050,GL,580.847,194.010,386.836,3654.843,0.106
HND_SCAM,2050,GL,1642.779,392.593,1250.186,11227.149,0.111
SEN_SENE,2050,GL,5240.421,8.275,5232.146,7704.312,0.679
THA_PMAL,2050,GL,125.478,1132.929,-1007.450,11521.452,-0.087
SEN_AFWC,2050,GL,4288.855,884.451,3404.404,11970.100,0.284
MMR_PMAL,2050,GL,114.517,1023.775,-909.258,5665.232,-0.160
GTM_SCAM,2050,GL,332.608,188.351,144.256,2428.453,0.059
NIC_SCAM,2050,GL,4128.436,774.477,3353.959,12895.397,0.260
MLI_SENE,2050,GL,12527.850,1462.242,11065.608,17332.520,0.638
BFA_NIGE,2050,GL,2027.069,722.830,1304.238,8300.273,0.157
ETH_NILE,2050,GL,7362.253,5796.439,1565.814,36731.493,0.043
ETH_RIFT,2050,GL,7377.114,7493.423,-116.310,30259.489,-0.004
THA_GTCC,2050,GL,83.327,404.955,-321.627,3518.543,-0.091
SLV_SCAM,2050,GL,107.076,163.536,-56.460,2057.499,-0.027
LCA_CARC,2050,GL,5.086,67.351,-62.265,59.424,-1.048
BFA_VOLT,2050,GL,4768.934,1410.680,3358.254,17305.176,0.194
NGA_NIGE,2050,GL,28033.737,637.078,27396.659,57330.643,0.478
NGA_LCHA,2050,GL,5528.433,1518.975,4009.458,17912.313,0.224
KHM_MEKO,2050,GL,979.493,871.681,107.812,16359.672,0.007
VCT_CARC,2050,GL,2.078,32.094,-30.016,34.361,-0.874
BRB_CARC,2050,GL,2.777,43.593,-40.816,42.325,-0.964
YEM_ARGA,2050,GL,177.177,44.518,132.659,nan,nan
COL_CARC,2050,GL,2286.226,732.143,1554.082,11321.874,0.137
VEN_CARC,2050,GL,4828.688,8122.150,-3293.461,nan,nan
GRD_CARC,2050,GL,1.218,31.586,-30.369,33.070,-0.918
GNB_AFWC,2050,GL,375.936,610.404,-234.469,3271.070,-0.072
GIN_AFWC,2050,GL,4381.224,863.012,3518.212,11802.314,0.298
SSD_NILE,2050,GL,45277.521,20506.573,24770.947,nan,nan
DJI_ARGA,2050,GL,508.865,314.444,194.420,2027.820,0.096
GIN_SENE,2050,GL,1823.446,144.705,1678.741,3131.799,0.536
BEN_NIGE,2050,GL,308.684,997.176,-688.492,4473.577,-0.154
ETH_ARGA,2050,GL,1616.467,6870.369,-5253.902,9495.438,-0.553
SOM_ARGA,2050,GL,31029.902,15227.939,15801.963,nan,nan
KHM_GTCC,2050,GL,19.290,306.088,-286.798,1815.289,-0.158
COL_MAGD,2050,GL,12687.495,831.814,11855.681,26041.126,0.455
TTO_CARC,2050,GL,8.152,96.493,-88.341,508.827,-0.174
GHA_VOLT,2050,GL,7728.795,2034.117,5694.678,16676.239,0.341
TGO_VOLT,2050,GL,1088.276,4.486,1083.790,2765.757,0.392
CMR_LCHA,2050,GL,215.666,1012.596,-796.930,4799.656,-0.166
CRI_SCAM,2050,GL,1207.232,607.052,600.179,5110.716,0.117
BEN_VOLT,2050,GL,18.073,333.134,-315.061,1543.705,-0.204
VEN_ORIN,2050,GL,16193.255,5745.147,10448.108,nan,nan
CIV_AFWC,2050,GL,16289.807,10496.247,5793.560,29855.227,0.194
CMR_NIGE,2050,GL,806.097,3102.333,-2296.236,8730.270,-0.263
CAF_LCHA,2050,GL,1624.645,15794.627,-14169.982,21464.127,-0.660
SOM_RIFT,2050,GL,36.743,0.953,35.789,nan,nan
PAN_SCAM,2050,GL,1569.360,690.532,878.828,4862.432,0.181
PAN_CEPC,2050,GL,366.393,140.500,225.894,2596.320,0.087
SLE_AFWC,2050,GL,4319.703,266.811,4052.892,7196.955,0.563
CIV_NIGE,2050,GL,805.216,776.659,28.557,2331.570,0.012
BEN_AFWC,2050,GL,192.577,1409.891,-1217.315,5623.022,-0.216
ETH_SHJU,2050,GL,12212.532,11172.057,1040.474,36722.146,0.028
LKA_SRIL,2050,GL,402.248,1106.312,-704.065,6600.516,-0.107
TGO_AFWC,2050,GL,517.754,87.672,430.082,2942.448,0.146
NGA_AFWC,2050,GL,2195.726,435.938,1759.788,9738.833,0.181
VEN_NESO,2050,GL,368.165,76.890,291.275,nan,nan
LBR_AFWC,2050,GL,1719.187,129.332,1589.855,9572.640,0.166
GUY_NESO,2050,GL,370.114,310.299,59.815,19900.157,0.003
CAF_CONG,2050,GL,1923.927,12098.217,-10174.290,40597.646,-0.251
COL_ORIN,2050,GL,18799.099,1085.846,17713.252,34746.068,0.510
GHA_AFWC,2050,GL,2635.949,645.019,1990.930,7234.379,0.275
MYS_NBCO,2050,GL,142.855,1462.254,-1319.399,19659.724,-0.067
COL_CEPC,2050,GL,739.465,325.065,414.400,7698.418,0.054
NGA_GFGU,2050,GL,1161.290,47.338,1113.952,6128.729,0.182
CMR_GFGU,2050,GL,1000.268,170.267,830.000,23588.939,0.035
SUR_NESO,2050,GL,54.379,2.663,51.716,14581.844,0.004
MYS_PMAL,2050,GL,212.938,1665.861,-1452.923,13142.932,-0.111
