region,year,type,region_value,basin_value,diff_region-basin,area,diff/area
CZE_DANU,2100,FRS,118.532,426.778,-308.246,2196.619,-0.140
UKR_BSNC,2100,FRS,391.460,32.951,358.509,15290.275,0.023
USA_COLU,2100,FRS,49440.621,25014.927,24425.694,107095.445,0.228
FRA_LOIR,2100,FRS,2968.446,1229.665,1738.780,11669.126,0.149
UKR_DANU,2100,FRS,399.482,605.786,-206.303,3093.241,-0.067
KAZ_LKBH,2100,FRS,360.866,141.098,219.769,40946.543,0.005
CHN_GOBI,2100,FRS,1571.174,3311.678,-1740.504,119572.761,-0.015
AUT_DANU,2100,FRS,1763.401,2517.030,-753.628,8376.130,-0.090
HUN_DANU,2100,FRS,35.425,303.941,-268.516,9293.363,-0.029
ROU_DANU,2100,FRS,3908.702,3836.494,72.208,23574.561,0.003
MDA_DNIE,2100,FRS,0.000,117.258,-117.258,1866.686,-0.063
USA_GMAN,2100,FRS,36711.560,69608.049,-32896.488,110096.545,-0.299
CHE_RHIN,2100,FRS,705.941,1263.058,-557.117,2776.613,-0.201
ITA_IECO,2100,FRS,1363.214,2589.880,-1226.666,9440.419,-0.130
CHE_RHON,2100,FRS,135.245,183.710,-48.465,780.058,-0.062
ITA_POOO,2100,FRS,928.622,2745.122,-1816.500,6991.595,-0.260
SVN_DANU,2100,FRS,594.765,890.882,-296.117,1602.542,-0.185
SVN_AGBS,2100,FRS,2.092,222.494,-220.402,423.355,-0.521
SRB_DANU,2100,FRS,2329.005,390.666,1938.339,7742.568,0.250
FRA_GIRD,2100,FRS,2894.665,2122.396,772.269,8019.055,0.096
HRV_DANU,2100,FRS,841.179,653.630,187.549,3218.540,0.058
KAZ_CSEC,2100,FRS,0.000,13.579,-13.579,15330.315,-0.001
UZB_CSEC,2100,FRS,0.000,0.052,-0.052,7657.002,-0.000
JPN_JAPN,2100,FRS,24464.740,24464.740,0.000,37037.503,0.000
HRV_AGBS,2100,FRS,630.084,1360.428,-730.344,2248.184,-0.325
BIH_DANU,2100,FRS,500.686,1127.870,-627.184,3787.099,-0.166
CHN_TARI,2100,FRS,41717.395,47948.636,-6231.242,208933.041,-0.030
ITA_IWCO,2100,FRS,1171.696,755.903,415.793,6821.710,0.061
ESP_SPAC,2100,FRS,1789.347,2621.073,-831.726,5361.704,-0.155
ITA_TIBE,2100,FRS,186.435,274.721,-88.285,1780.526,-0.050
BGR_DANU,2100,FRS,608.757,486.123,122.634,4847.823,0.025
USA_NACC,2100,FRS,16130.874,3162.198,12968.676,104941.702,0.124
BIH_AGBS,2100,FRS,135.559,538.750,-403.191,1383.924,-0.291
BGR_AGBS,2100,FRS,800.059,1730.496,-930.436,6406.791,-0.145
KGZ_SYRD,2100,FRS,1437.899,1011.480,426.419,15238.342,0.028
PRK_RSEC,2100,FRS,654.878,482.809,172.070,nan,nan
ESP_DOUR,2100,FRS,466.927,793.941,-327.015,7894.420,-0.041
ESP_EBRO,2100,FRS,1190.475,1685.111,-494.636,9040.425,-0.055
GEO_BSSC,2100,FRS,219.368,2222.651,-2003.283,3215.175,-0.623
CHN_HHEE,2100,FRS,14230.462,1246.242,12984.220,117280.575,0.111
PRT_SPAC,2100,FRS,424.432,1007.565,-583.134,3889.648,-0.150
TUR_BSSC,2100,FRS,950.916,1232.001,-281.085,30908.002,-0.009
GEO_CSSW,2100,FRS,388.692,1732.155,-1343.463,3718.579,-0.361
TKM_CSEC,2100,FRS,0.000,3090.404,-3090.404,41173.359,-0.075
UZB_SYRD,2100,FRS,156.754,33.366,123.389,6317.712,0.020
KGZ_TARI,2100,FRS,784.928,230.382,554.547,2390.142,0.232
PRT_DOUR,2100,FRS,688.012,713.657,-25.645,1826.570,-0.014
ESP_SSEC,2100,FRS,628.075,293.918,334.157,11397.292,0.029
ALB_AGBS,2100,FRS,535.880,1104.289,-568.409,2820.242,-0.202
MKD_AGBS,2100,FRS,530.673,232.671,298.002,2535.199,0.118
GRC_AGBS,2100,FRS,1049.478,897.499,151.979,13009.746,0.012
TUR_CSSW,2100,FRS,6.840,414.331,-407.491,4559.831,-0.089
PRK_BHKN,2100,FRS,1490.742,2286.017,-795.275,nan,nan
PRK_NSKU,2100,FRS,2990.947,4792.894,-1801.947,nan,nan
ESP_TAGU,2100,FRS,5.501,0.058,5.444,5591.656,0.001
ITA_MSII,2100,FRS,189.288,188.847,0.441,4966.328,0.000
AZE_CSSW,2100,FRS,391.026,361.447,29.579,8561.220,0.003
PRT_TAGU,2100,FRS,361.187,184.962,176.225,1681.707,0.105
ARM_CSSW,2100,FRS,251.801,22.038,229.763,2955.944,0.078
TUR_MSEC,2100,FRS,674.786,141.982,532.805,24802.203,0.021
TUR_TIEU,2100,FRS,131.445,601.451,-470.006,17588.824,-0.027
TJK_SYRD,2100,FRS,10.756,6.533,4.223,1316.022,0.003
ESP_GUAD,2100,FRS,0.000,0.306,-0.306,5580.615,-0.000
IRN_CSSW,2100,FRS,1124.914,3.187,1121.727,17573.361,0.064
PRT_GUAD,2100,FRS,0.000,5.798,-5.798,1446.334,-0.004
TJK_AMDA,2100,FRS,1450.198,4202.843,-2752.644,12895.884,-0.213
ESP_GUDA,2100,FRS,0.000,11.844,-11.844,5702.976,-0.002
TKM_AMDA,2100,FRS,0.000,261.959,-261.959,5775.390,-0.045
IRN_TIEU,2100,FRS,464.197,3.653,460.544,16588.178,0.028
KOR_NSKU,2100,FRS,3630.339,7398.583,-3768.243,9767.452,-0.386
USA_GFCO,2100,FRS,6230.018,2842.407,3387.610,78315.948,0.043
IRN_CSEC,2100,FRS,621.750,70.206,551.544,13677.110,0.040
AFG_AMDA,2100,FRS,912.617,1350.088,-437.470,16689.962,-0.026
CHN_CHIN,2100,FRS,13813.057,19368.709,-5555.652,67599.796,-0.082
DZA_MSCC,2100,FRS,1876.526,17.432,1859.094,15532.655,0.120
TUN_MSCC,2100,FRS,310.823,409.413,-98.590,8506.868,-0.012
IRQ_TIEU,2100,FRS,477.845,0.489,477.355,43760.393,0.011
IRN_CIRA,2100,FRS,694.033,5520.582,-4826.549,86394.057,-0.056
PAK_INDU,2100,FRS,4386.727,1335.040,3051.688,52640.742,0.058
MAR_MSCC,2100,FRS,439.081,290.630,148.450,6774.106,0.022
DZA_ANIN,2100,FRS,272.286,57.488,214.798,190457.326,0.001
AFG_CSEC,2100,FRS,0.000,100.423,-100.423,9852.264,-0.010
AFG_INDU,2100,FRS,1694.672,1639.400,55.273,7075.002,0.008
CHN_YANG,2100,FRS,110986.562,86643.910,24342.652,300721.524,0.081
MAR_ANWC,2100,FRS,1050.257,2131.296,-1081.039,27046.337,-0.040
IND_INDU,2100,FRS,765.921,1532.833,-766.912,18706.257,-0.041
TUN_ANIN,2100,FRS,0.000,907.749,-907.749,7131.669,-0.127
AFG_HELM,2100,FRS,1240.116,0.004,1240.112,25327.937,0.049
AFG_FARA,2100,FRS,0.000,1.416,-1.416,5294.105,-0.000
MAR_ANIN,2100,FRS,0.000,1265.840,-1265.840,7525.674,-0.168
LBY_MSCC,2100,FRS,162.125,269.114,-106.989,23922.793,-0.004
ISR_MSEC,2100,FRS,0.000,60.555,-60.555,1113.957,-0.054
JOR_EJSS,2100,FRS,55.225,10.187,45.039,5719.888,0.008
MEX_BJCA,2100,FRS,0.000,3.762,-3.762,14177.189,-0.000
MEX_MNCW,2100,FRS,2635.055,267.507,2367.548,44789.277,0.053
LBY_ANIN,2100,FRS,14.396,508.096,-493.700,138659.528,-0.004
SAU_RSEE,2100,FRS,0.000,338.736,-338.736,35701.101,-0.009
SAU_ARPA,2100,FRS,0.000,1292.014,-1292.014,156779.303,-0.008
EGY_ANIN,2100,FRS,0.000,178.388,-178.388,61515.713,-0.003
IND_GABR,2100,FRS,6241.325,12236.040,-5994.715,127987.365,-0.047
MEX_RGBV,2100,FRS,276.518,2.987,273.531,23384.773,0.012
IRN_PGCO,2100,FRS,529.094,1782.721,-1253.626,27969.250,-0.045
IND_SABA,2100,FRS,63.008,20.433,42.574,44873.603,0.001
JOR_SIPE,2100,FRS,0.000,39.449,-39.449,1012.596,-0.039
KWT_TIEU,2100,FRS,0.000,42.941,-42.941,262.721,-0.163
PAK_HAMU,2100,FRS,0.000,1.512,-1.512,11718.494,-0.000
NPL_GABR,2100,FRS,5588.337,9558.015,-3969.678,14730.131,-0.269
ISR_DEAS,2100,FRS,0.000,27.529,-27.529,948.167,-0.029
PAK_SABA,2100,FRS,0.000,0.001,-0.001,11388.542,-0.000
KWT_ARPA,2100,FRS,0.000,9.726,-9.726,1479.729,-0.007
MMR_IRRA,2100,FRS,16895.521,21673.114,-4777.593,36453.558,-0.131
BTN_GABR,2100,FRS,1833.481,2696.789,-863.308,4041.745,-0.214
MMR_SALW,2100,FRS,7699.571,7909.374,-209.802,13011.861,-0.016
MRT_ANIN,2100,FRS,0.000,132.035,-132.035,56354.945,-0.002
PAK_ASAC,2100,FRS,0.000,0.621,-0.621,11572.961,-0.000
BHS_CARI,2100,FRS,0.000,368.124,-368.124,1167.431,-0.315
OMN_ARPA,2100,FRS,0.000,269.045,-269.045,31124.736,-0.009
MEX_RIVE,2100,FRS,2535.836,576.739,1959.097,18170.861,0.108
MRT_ANWC,2100,FRS,0.000,102.665,-102.665,27794.529,-0.004
BGD_GABR,2100,FRS,900.490,2007.194,-1106.704,11956.386,-0.093
DZA_NIGE,2100,FRS,0.000,210.680,-210.680,25213.063,-0.008
MLI_ANIN,2100,FRS,0.000,7418.307,-7418.307,50807.077,-0.146
NER_LCHA,2100,FRS,0.000,490.752,-490.752,69067.726,-0.007
IND_GODA,2100,FRS,2445.268,158.541,2286.727,53045.103,0.043
MEX_RLER,2100,FRS,1107.362,6.429,1100.933,13115.645,0.084
TCD_LCHA,2100,FRS,33.365,2077.036,-2043.672,115635.768,-0.018
TCD_ANIN,2100,FRS,0.000,951.572,-951.572,11438.277,-0.083
MMR_BBCN,2100,FRS,2337.578,3714.114,-1376.537,5401.920,-0.255
VNM_HRIV,2100,FRS,3465.646,5442.234,-1976.588,10369.393,-0.191
HKG_CHIN,2100,FRS,0.000,0.051,-0.051,100.929,-0.001
SDN_NILE,2100,FRS,11.010,12424.973,-12413.963,134623.324,-0.092
BGD_BBCN,2100,FRS,245.458,807.218,-561.760,1705.599,-0.329
LAO_MEKO,2100,FRS,10914.920,13536.891,-2621.971,20755.387,-0.126
VNM_MEKO,2100,FRS,1831.802,1382.102,449.700,6828.536,0.066
MEX_RIBA,2100,FRS,7076.907,5049.091,2027.817,35866.093,0.057
MEX_YUPA,2100,FRS,10255.405,3378.156,6877.249,22128.462,0.311
NER_NIGE,2100,FRS,0.000,435.256,-435.256,49446.046,-0.009
SDN_ANIN,2100,FRS,0.000,5132.587,-5132.587,31310.518,-0.164
SDN_ARGA,2100,FRS,0.000,766.731,-766.731,9562.165,-0.080
VNM_VNCO,2100,FRS,7100.266,5225.151,1875.115,15694.099,0.119
IND_KRIS,2100,FRS,3669.452,3542.818,126.634,64108.838,0.002
MMR_SITT,2100,FRS,2288.958,2882.984,-594.026,5892.945,-0.101
PHL_PHIL,2100,FRS,9610.253,10434.172,-823.919,28912.620,-0.028
HTI_CARI,2100,FRS,185.714,428.526,-242.812,2679.055,-0.091
MLI_NIGE,2100,FRS,18.209,3003.593,-2985.384,57541.671,-0.052
THA_MEKO,2100,FRS,7156.179,2908.351,4247.828,18765.422,0.226
LAO_VNCO,2100,FRS,603.269,1338.300,-735.030,2127.747,-0.345
DOM_CARI,2100,FRS,905.411,1182.496,-277.085,4836.267,-0.057
MRT_SENE,2100,FRS,0.000,5.945,-5.945,19743.151,-0.000
SDN_LCHA,2100,FRS,0.000,102.952,-102.952,9792.472,-0.011
THA_CHAO,2100,FRS,6916.003,393.365,6522.637,17740.355,0.368
JAM_CARI,2100,FRS,220.771,560.146,-339.375,1094.390,-0.310
BLZ_YUPA,2100,FRS,1051.805,1006.605,45.200,2212.985,0.020
GTM_GRIJ,2100,FRS,977.519,1765.831,-788.312,4834.853,-0.163
GTM_YUPA,2100,FRS,1442.217,945.574,496.642,3654.843,0.136
HND_SCAM,2100,FRS,5347.678,7534.095,-2186.417,11227.149,-0.195
SEN_SENE,2100,FRS,0.000,730.766,-730.766,7704.312,-0.095
THA_PMAL,2100,FRS,7315.483,4501.093,2814.390,11521.452,0.244
SEN_AFWC,2100,FRS,290.275,843.008,-552.733,11970.100,-0.046
MMR_PMAL,2100,FRS,1560.199,3345.787,-1785.588,5665.232,-0.315
GTM_SCAM,2100,FRS,588.121,558.207,29.914,2428.453,0.012
NIC_SCAM,2100,FRS,6032.540,7045.164,-1012.625,12895.397,-0.079
MLI_SENE,2100,FRS,0.000,283.252,-283.252,17332.520,-0.016
BFA_NIGE,2100,FRS,0.000,141.587,-141.587,8300.273,-0.017
ETH_NILE,2100,FRS,4388.484,3828.488,559.996,36731.493,0.015
ETH_RIFT,2100,FRS,705.375,853.082,-147.707,30259.489,-0.005
THA_GTCC,2100,FRS,612.665,555.920,56.745,3518.543,0.016
SLV_SCAM,2100,FRS,883.131,426.122,457.009,2057.499,0.222
BFA_VOLT,2100,FRS,0.000,892.216,-892.216,17305.176,-0.052
NGA_NIGE,2100,FRS,427.868,427.424,0.444,57330.643,0.000
KHM_MEKO,2100,FRS,7456.161,5309.605,2146.556,16359.672,0.131
COL_CARC,2100,FRS,1596.378,4092.758,-2496.379,11321.874,-0.220
VEN_CARC,2100,FRS,976.606,1715.672,-739.066,nan,nan
GNB_AFWC,2100,FRS,678.834,445.390,233.444,3271.070,0.071
GIN_AFWC,2100,FRS,87.788,1805.850,-1718.062,11802.314,-0.146
SSD_NILE,2100,FRS,1183.288,1311.670,-128.382,nan,nan
DJI_ARGA,2100,FRS,0.000,134.991,-134.991,2027.820,-0.067
GIN_SENE,2100,FRS,0.000,251.789,-251.789,3131.799,-0.080
BEN_NIGE,2100,FRS,0.000,220.768,-220.768,4473.577,-0.049
ETH_ARGA,2100,FRS,0.000,19.710,-19.710,9495.438,-0.002
KHM_GTCC,2100,FRS,664.453,990.612,-326.159,1815.289,-0.180
COL_MAGD,2100,FRS,4881.696,10152.738,-5271.042,26041.126,-0.202
TTO_CARC,2100,FRS,145.026,241.941,-96.914,508.827,-0.190
TGO_VOLT,2100,FRS,94.446,159.976,-65.530,2765.757,-0.024
CMR_LCHA,2100,FRS,0.000,130.754,-130.754,4799.656,-0.027
CRI_SCAM,2100,FRS,2012.514,1931.170,81.343,5110.716,0.016
VEN_MAGD,2100,FRS,6.542,0.603,5.939,nan,nan
BEN_VOLT,2100,FRS,0.000,0.339,-0.339,1543.705,-0.000
VEN_ORIN,2100,FRS,21560.399,38168.782,-16608.383,nan,nan
CIV_AFWC,2100,FRS,1363.371,4879.603,-3516.232,29855.227,-0.118
CMR_NIGE,2100,FRS,528.876,566.381,-37.505,8730.270,-0.004
CAF_LCHA,2100,FRS,214.772,385.829,-171.058,21464.127,-0.008
PAN_SCAM,2100,FRS,2336.063,2508.007,-171.943,4862.432,-0.035
PAN_CEPC,2100,FRS,1962.064,1652.698,309.366,2596.320,0.119
SLE_AFWC,2100,FRS,322.502,981.405,-658.903,7196.955,-0.092
CIV_NIGE,2100,FRS,5.937,30.531,-24.594,2331.570,-0.011
ETH_SHJU,2100,FRS,898.354,540.085,358.268,36722.146,0.010
LKA_SRIL,2100,FRS,972.606,733.244,239.362,6600.516,0.036
TGO_AFWC,2100,FRS,269.864,112.553,157.311,2942.448,0.053
NGA_AFWC,2100,FRS,667.898,113.187,554.711,9738.833,0.057
VEN_NESO,2100,FRS,1266.539,3308.322,-2041.783,nan,nan
LBR_AFWC,2100,FRS,4214.762,1942.719,2272.044,9572.640,0.237
GUY_NESO,2100,FRS,10624.016,17054.982,-6430.967,19900.157,-0.323
CAF_CONG,2100,FRS,13055.271,21638.725,-8583.454,40597.646,-0.211
COL_ORIN,2100,FRS,8451.741,21487.654,-13035.913,34746.068,-0.375
GHA_AFWC,2100,FRS,800.971,15.681,785.290,7234.379,0.109
MYS_NBCO,2100,FRS,14671.196,14828.979,-157.783,19659.724,-0.008
COL_CEPC,2100,FRS,3627.246,5297.022,-1669.777,7698.418,-0.217
NGA_GFGU,2100,FRS,509.025,308.300,200.725,6128.729,0.033
CMR_GFGU,2100,FRS,9868.246,13166.930,-3298.684,23588.939,-0.140
SUR_NESO,2100,FRS,8156.665,13121.028,-4964.363,14581.844,-0.340
MYS_PMAL,2100,FRS,6284.130,7842.193,-1558.063,13142.932,-0.119
FRA_NESO,2100,FRS,4228.999,7072.252,-2843.252,8345.313,-0.341
IDN_SUMA,2100,FRS,17746.037,19033.975,-1287.938,46892.436,-0.027
CMR_CONG,2100,FRS,5712.018,6230.798,-518.780,9497.949,-0.055
COD_CONG,2100,FRS,120725.767,99067.230,21658.537,233541.523,0.093
GUY_AMAZ,2100,FRS,143.173,554.090,-410.916,1305.790,-0.315
IDN_KALI,2100,FRS,36834.364,37710.047,-875.683,53734.206,-0.016
IDN_SULA,2100,FRS,11505.033,13261.339,-1756.305,25746.876,-0.068
BRA_AMAZ,2100,FRS,312916.457,352368.559,-39452.101,385138.396,-0.102
UGA_NILE,2100,FRS,103.925,76.353,27.572,24293.848,0.001
KEN_RIFT,2100,FRS,0.000,63.501,-63.501,12956.892,-0.005
KEN_SHJU,2100,FRS,94.628,142.899,-48.270,21031.233,-0.002
COG_CONG,2100,FRS,10712.446,2377.146,8335.300,24983.831,0.334
VEN_AMAZ,2100,FRS,2809.187,4270.405,-1461.218,nan,nan
COL_AMAZ,2100,FRS,23640.657,28653.213,-5012.556,34076.965,-0.147
GAB_GFGU,2100,FRS,18227.720,4678.831,13548.888,26074.556,0.520
COG_GFGU,2100,FRS,2482.997,272.249,2210.748,9662.056,0.229
ECU_CEPC,2100,FRS,2922.144,4863.828,-1941.684,12461.515,-0.156
ECU_AMAZ,2100,FRS,6980.799,10293.334,-3312.535,13076.734,-0.253
KEN_NILE,2100,FRS,157.690,252.535,-94.845,5093.740,-0.019
PER_AMAZ,2100,FRS,63481.585,70372.863,-6891.278,96450.595,-0.071
KEN_AECC,2100,FRS,509.542,190.158,319.384,19405.810,0.016
IDN_IRJA,2100,FRS,33512.275,31849.793,1662.482,40730.385,0.041
BRA_TOCA,2100,FRS,60676.390,89351.493,-28675.104,118629.377,-0.242
RWA_NILE,2100,FRS,127.910,7.316,120.594,2074.016,0.058
TZA_NILE,2100,FRS,6.810,167.391,-160.582,11961.375,-0.013
PNG_PNGC,2100,FRS,19155.275,20977.083,-1821.808,28428.589,-0.064
TZA_RIFT,2100,FRS,1533.511,0.666,1532.845,17833.547,0.086
RWA_CONG,2100,FRS,0.000,4.045,-4.045,468.211,-0.009
TZA_AECC,2100,FRS,6152.617,1075.206,5077.411,48338.390,0.105
BRA_SAOF,2100,FRS,38710.570,8462.033,30248.536,125668.880,0.241
PNG_IRJA,2100,FRS,1824.172,2332.819,-508.647,3891.543,-0.131
PER_PERU,2100,FRS,691.114,2124.652,-1433.538,32970.187,-0.043
BDI_NILE,2100,FRS,14.575,91.497,-76.922,1347.936,-0.057
TZA_CONG,2100,FRS,2404.896,193.970,2210.926,16395.698,0.135
PNG_SEPI,2100,FRS,6710.065,6420.202,289.862,7702.999,0.038
IDN_JATI,2100,FRS,2070.385,4022.152,-1951.767,20175.474,-0.097
AGO_CONG,2100,FRS,5275.925,3774.533,1501.391,30296.561,0.050
PNG_FLYY,2100,FRS,2222.892,5063.516,-2840.623,6222.042,-0.457
AGO_ANGC,2100,FRS,3183.898,920.342,2263.556,48626.611,0.047
SLB_SOLI,2100,FRS,287.921,316.854,-28.933,2160.195,-0.013
ZMB_CONG,2100,FRS,3709.955,234.195,3475.759,17676.266,0.197
TLS_JATI,2100,FRS,813.749,585.421,228.328,1503.074,0.152
BRA_UBSA,2100,FRS,41617.836,20977.810,20640.026,79015.913,0.261
ZMB_ZAMB,2100,FRS,16194.762,764.697,15430.065,57794.948,0.267
BOL_AMAZ,2100,FRS,15389.296,35425.059,-20035.763,71622.445,-0.280
MWI_ZAMB,2100,FRS,240.099,106.748,133.352,11180.124,0.012
MOZ_AECC,2100,FRS,4451.091,278.242,4172.850,36552.309,0.114
AUS_AUNC,2100,FRS,1587.382,2081.649,-494.267,168767.757,-0.003
SLB_SPII,2100,FRS,35.496,74.762,-39.266,431.138,-0.091
AGO_ZAMB,2100,FRS,6477.906,1348.720,5129.186,25466.101,0.201
MDG_MADA,2100,FRS,1657.993,11774.730,-10116.737,59206.898,-0.171
AGO_ASII,2100,FRS,2845.871,405.811,2440.059,20460.847,0.119
MOZ_ZAMB,2100,FRS,283.244,7.426,275.818,15820.701,0.017
FJI_SPII,2100,FRS,696.493,814.820,-118.327,1734.324,-0.068
VUT_SPII,2100,FRS,173.966,190.922,-16.956,1123.995,-0.015
BRA_LAPL,2100,FRS,48157.963,65328.164,-17170.201,141849.916,-0.121
BOL_LPUN,2100,FRS,0.000,13.912,-13.912,15286.927,-0.001
ZWE_ZAMB,2100,FRS,193.686,5.434,188.253,21250.791,0.009
BOL_LAPL,2100,FRS,0.000,71.106,-71.106,22133.395,-0.003
NAM_NAMC,2100,FRS,0.000,2391.155,-2391.155,27526.204,-0.087
AUS_AINT,2100,FRS,0.000,223.203,-223.203,305459.066,-0.001
NAM_ASII,2100,FRS,0.000,1304.259,-1304.259,30705.137,-0.042
AUS_AEAC,2100,FRS,3021.633,4372.913,-1351.280,79897.870,-0.017
CHL_NCHI,2100,FRS,0.000,153.842,-153.842,26604.498,-0.006
ZWE_AIOC,2100,FRS,123.334,56.714,66.620,8942.306,0.007
MOZ_AIOC,2100,FRS,760.267,0.363,759.903,15424.007,0.049
CHL_LPUN,2100,FRS,0.000,73.376,-73.376,6318.868,-0.012
BWA_ASII,2100,FRS,0.000,1573.669,-1573.669,34631.650,-0.045
BWA_ORAN,2100,FRS,0.000,3057.277,-3057.277,15326.708,-0.199
PRY_LAPL,2100,FRS,8332.912,1687.815,6645.098,40086.756,0.166
ZWE_ASII,2100,FRS,0.000,0.022,-0.022,2570.627,-0.000
AUS_AWEC,2100,FRS,783.530,1167.303,-383.772,73711.903,-0.005
ZWE_LIMP,2100,FRS,0.000,0.070,-0.070,6288.494,-0.000
NAM_ORAN,2100,FRS,0.000,1453.270,-1453.270,24213.193,-0.060
ARG_LAPL,2100,FRS,3921.375,3829.134,92.240,92805.167,0.001
ZAF_LIMP,2100,FRS,0.000,0.036,-0.036,18338.335,-0.000
ZAF_SASC,2100,FRS,354.141,347.713,6.428,35794.136,0.000
ZAF_ORAN,2100,FRS,0.000,67.947,-67.947,57809.045,-0.001
AUS_MRDA,2100,FRS,390.443,768.179,-377.736,92910.764,-0.004
ARG_SGRN,2100,FRS,0.000,0.240,-0.240,30720.264,-0.000
SWZ_SASC,2100,FRS,0.000,29.003,-29.003,1713.839,-0.017
ARG_SACC,2100,FRS,0.000,121.956,-121.956,37537.518,-0.003
AUS_ASCO,2100,FRS,6.367,10.295,-3.929,48816.736,-0.000
ZAF_SAWC,2100,FRS,0.000,0.359,-0.359,10151.706,-0.000
LSO_ORAN,2100,FRS,0.000,124.115,-124.115,3014.536,-0.041
URY_LAPL,2100,FRS,340.404,656.794,-316.390,13908.538,-0.023
URY_UBSA,2100,FRS,87.189,129.958,-42.769,3807.556,-0.011
ARG_PAMP,2100,FRS,0.000,0.004,-0.004,17558.019,-0.000
CHL_SCPA,2100,FRS,9050.734,15549.447,-6498.713,39825.862,-0.163
ARG_NASA,2100,FRS,452.143,65.118,387.025,22300.873,0.017
NZL_NZLZ,2100,FRS,2611.247,5752.041,-3140.795,26261.458,-0.120
ARG_NEGR,2100,FRS,764.212,788.588,-24.376,28294.956,-0.001
ARG_SASS,2100,FRS,728.842,1264.639,-535.797,49137.835,-0.011
CAN_NWTT,2005,CL,308.463,680.339,-371.875,296949.745,-0.001
NOR_SNCC,2005,CL,249.529,720.342,-470.813,35255.967,-0.013
RUS_LENA,2005,CL,40.487,0.338,40.149,240158.124,0.000
RUS_YENS,2005,CL,2879.329,3450.118,-570.789,223541.776,-0.003
SWE_SWED,2005,CL,1618.283,2165.228,-546.945,44167.920,-0.012
NOR_SWED,2005,CL,1.347,9.273,-7.925,1816.664,-0.004
CAN_MACK,2005,CL,2897.892,3262.832,-364.940,198669.441,-0.002
FIN_FINL,2005,CL,1630.967,1897.992,-267.025,27470.424,-0.010
RUS_VOLG,2005,CL,70876.696,71846.290,-969.594,298250.629,-0.003
RUS_OBBB,2005,CL,20996.032,26831.927,-5835.895,220199.801,-0.027
CAN_HBCO,2005,CL,43.661,340.185,-296.525,172460.716,-0.002
GBR_SCTD,2005,CL,720.313,558.702,161.611,7894.509,0.020
CAN_AOSB,2005,CL,142.235,413.387,-271.152,56744.915,-0.005
EST_BSCC,2005,CL,159.377,259.939,-100.561,2787.448,-0.036
EST_NARV,2005,CL,228.631,176.927,51.704,1713.360,0.030
LVA_BSCC,2005,CL,441.140,410.145,30.996,3762.269,0.008
DNK_DGCO,2005,CL,2286.688,1959.546,327.142,4190.516,0.078
LVA_DAUG,2005,CL,282.654,298.525,-15.871,2647.862,-0.006
CAN_SNEL,2005,CL,34980.156,35004.344,-24.188,110855.313,-0.000
LTU_BSCC,2005,CL,45.676,442.496,-396.820,1903.127,-0.209
LTU_NEMA,2005,CL,1175.490,1131.749,43.741,4555.188,0.010
BLR_DAUG,2005,CL,226.898,613.467,-386.568,3315.344,-0.117
IRL_IREL,2005,CL,500.765,1159.709,-658.944,6913.157,-0.095
GBR_IREL,2005,CL,42.710,46.479,-3.769,1418.074,-0.003
GBR_EAWC,2005,CL,4370.023,4883.933,-513.909,14903.241,-0.034
BLR_NEMA,2005,CL,1252.570,1370.256,-117.687,5474.736,-0.021
BLR_DNIP,2005,CL,2134.702,2740.161,-605.459,11872.176,-0.051
RUS_AMUR,2005,CL,2748.274,3877.016,-1128.742,111188.081,-0.010
DEU_DGCO,2005,CL,696.518,949.090,-252.573,3105.183,-0.081
POL_PLCO,2005,CL,365.381,761.465,-396.084,3187.061,-0.124
KAZ_OBBB,2005,CL,12837.378,11628.616,1208.762,69281.914,0.017
POL_WISL,2005,CL,5993.064,5210.444,782.619,17125.975,0.046
NLD_RHIN,2005,CL,460.993,420.917,40.075,2561.436,0.016
DEU_EWES,2005,CL,2103.809,1934.589,169.220,6394.587,0.026
DEU_ELBE,2005,CL,3289.691,2795.380,494.311,9504.332,0.052
POL_ODER,2005,CL,3688.652,3265.145,423.506,10870.770,0.039
CAN_STLA,2005,CL,4782.482,4390.602,391.880,81863.831,0.005
CHN_AMUR,2005,CL,18499.533,18394.374,105.159,123541.646,0.001
UKR_DNIP,2005,CL,15158.997,13464.109,1694.888,29183.423,0.058
NLD_SCHE,2005,CL,68.715,43.887,24.828,337.554,0.074
DEU_RHIN,2005,CL,2751.482,2579.255,172.228,11022.165,0.016
UKR_DNIE,2005,CL,2869.159,2738.912,130.247,6731.247,0.019
KAZ_SYRD,2005,CL,2163.897,2808.368,-644.471,101876.292,-0.006
FRA_FWCX,2005,CL,2632.109,3826.469,-1194.360,11558.760,-0.103
NLD_MAAS,2005,CL,65.380,112.698,-47.319,616.561,-0.077
KAZ_CSPC,2005,CL,1785.662,896.658,889.004,43505.628,0.020
MNG_YENS,2005,CL,92.969,85.412,7.557,32632.978,0.000
BEL_SCHE,2005,CL,202.248,367.048,-164.801,1641.859,-0.100
FRA_SEIN,2005,CL,3963.456,3030.283,933.174,8453.518,0.110
BEL_MAAS,2005,CL,26.665,162.879,-136.214,1407.712,-0.097
LUX_RHIN,2005,CL,43.516,35.233,8.283,260.602,0.032
CZE_ELBE,2005,CL,1419.554,1912.970,-493.416,4963.341,-0.099
UKR_DONN,2005,CL,3391.768,2363.694,1028.075,5355.506,0.192
